Run  RI  Mean      95% CI      SD        Best    % Correct 
4    0   14.388    0.287084    3.2752    25      43.8596 %
4    1   22.422    0.145342    1.65814   27      47.3684 %
4    2   25.286    0.207935    2.37223   29      50.8772 %
4    3   27.134    0.219951    2.50931   32      56.1404 %
4    4   29.31     0.250731    2.86047   32      56.1404 %
4    5   30.548    0.307217    3.50489   34      59.6491 %
4    6   32.016    0.309117    3.52656   35      61.4035 %
4    7   32.116    0.38212     4.35942   36      63.1579 %
4    8   33.858    0.327428    3.73547   37      64.9123 %
4    9   34.548    0.405474    4.62585   37      64.9123 %
4    10  35.132    0.355744    4.05851   37      64.9123 %
4    11  34.056    0.464524    5.29953   37      64.9123 %
4    12  34.448    0.410902    4.68778   38      66.6667 %
4    13  35.416    0.392735    4.48052   38      66.6667 %
4    14  35.352    0.464584    5.30022   38      66.6667 %
4    15  35.49     0.438128    4.99839   38      66.6667 %
4    16  35.404    0.426832    4.86952   38      66.6667 %
4    17  35.952    0.38368     4.37722   38      66.6667 %
4    18  35.264    0.453467    5.17338   38      66.6667 %
4    19  35.568    0.435373    4.96696   38      66.6667 %
4    20  34.964    0.475481    5.42453   38      66.6667 %
4    21  34.666    0.508799    5.80464   38      66.6667 %
4    22  35.224    0.484425    5.52656   38      66.6667 %
4    23  35.484    0.428569    4.88933   38      66.6667 %
4    24  35.606    0.421551    4.80926   38      66.6667 %
4    25  35.334    0.441807    5.04036   38      66.6667 %
4    26  35.23     0.440119    5.02111   38      66.6667 %
4    27  35.068    0.46653     5.32241   38      66.6667 %
4    28  35.26     0.452396    5.16117   38      66.6667 %
4    29  34.682    0.506512    5.77855   38      66.6667 %
4    30  35.22     0.439441    5.01337   38      66.6667 %
4    31  35.004    0.490695    5.59809   39      68.4211 %
4    32  35.828    0.487471    5.56132   39      68.4211 %
4    33  36.426    0.477241    5.44461   39      68.4211 %
4    34  35.94     0.501038    5.7161    39      68.4211 %
4    35  36.544    0.441333    5.03495   39      68.4211 %
4    36  35.958    0.50208     5.72799   39      68.4211 %
4    37  35.956    0.493745    5.6329    39      68.4211 %
4    38  35.802    0.500257    5.70718   39      68.4211 %
4    39  36.36     0.449888    5.13255   39      68.4211 %
4    40  36.442    0.473306    5.39972   39      68.4211 %
4    41  36.294    0.463452    5.28729   39      68.4211 %
4    42  36.324    0.504122    5.75128   39      68.4211 %
4    43  36.458    0.477271    5.44495   39      68.4211 %
4    44  36.092    0.480096    5.47718   39      68.4211 %
4    45  35.57     0.519539    5.92717   39      68.4211 %
4    46  36.518    0.440859    5.02954   40      70.1754 %
4    47  35.948    0.543441    6.19985   40      70.1754 %
4    48  37.544    0.43688     4.98415   40      70.1754 %
4    49  37.5      0.475314    5.42262   40      70.1754 %
4    50  37.082    0.490846    5.59982   40      70.1754 %
4    51  37.364    0.461654    5.26678   40      70.1754 %
4    52  37.222    0.479432    5.4696    40      70.1754 %
4    53  37        0.48742     5.56074   40      70.1754 %
4    54  37.26     0.474912    5.41804   40      70.1754 %
4    55  37.032    0.464509    5.29935   40      70.1754 %
4    56  37.486    0.438549    5.00319   40      70.1754 %
4    57  37.62     0.439476    5.01377   40      70.1754 %
4    58  37.052    0.503008    5.73857   40      70.1754 %
4    59  37.56     0.441528    5.03718   40      70.1754 %
4    60  37.382    0.464352    5.29757   40      70.1754 %
4    61  37.334    0.485382    5.53749   40      70.1754 %
4    62  37.302    0.450268    5.13688   40      70.1754 %
4    63  37.004    0.523899    5.97691   40      70.1754 %
4    64  37.24     0.446728    5.0965    40      70.1754 %
4    65  37.064    0.490443    5.59522   40      70.1754 %
4    66  37.748    0.422806    4.82359   40      70.1754 %
4    67  37.356    0.470292    5.36534   40      70.1754 %
4    68  37.302    0.484401    5.52629   40      70.1754 %
4    69  36.53     0.504015    5.75006   40      70.1754 %
4    70  37.318    0.457612    5.22067   40      70.1754 %
4    71  37.276    0.474875    5.41761   40      70.1754 %
4    72  37.234    0.477521    5.44781   41      71.9298 %
4    73  37.49     0.479634    5.47191   41      71.9298 %
4    74  38.268    0.475882    5.4291    41      71.9298 %
4    75  37.984    0.486058    5.5452    42      73.6842 %
4    76  38.468    0.470192    5.36419   42      73.6842 %
4    77  38.692    0.471534    5.3795    42      73.6842 %
4    78  39.206    0.508777    5.80439   42      73.6842 %
4    79  38.424    0.592267    6.75689   42      73.6842 %
4    80  38.87     0.511866    5.83963   42      73.6842 %
4    81  38.186    0.571571    6.52077   42      73.6842 %
4    82  37.936    0.600937    6.85579   42      73.6842 %
4    83  38.274    0.572536    6.53179   42      73.6842 %
4    84  39.02     0.485645    5.54049   42      73.6842 %
4    85  38.7      0.569402    6.49603   42      73.6842 %
4    86  39.54     0.456395    5.20679   42      73.6842 %
4    87  39.082    0.495653    5.65466   42      73.6842 %
4    88  38.76     0.525677    5.99719   42      73.6842 %
4    89  38.938    0.508978    5.80669   42      73.6842 %
4    90  38.536    0.554738    6.32873   42      73.6842 %
4    91  38.61     0.559802    6.38651   42      73.6842 %
4    92  39.1      0.512865    5.85102   42      73.6842 %
4    93  39.068    0.509411    5.81162   43      75.4386 %
4    94  39.85     0.526475    6.0063    43      75.4386 %
4    95  40.156    0.544024    6.20651   43      75.4386 %
4    96  39.194    0.589584    6.72628   43      75.4386 %
4    97  39.73     0.553573    6.31545   43      75.4386 %
4    98  39.548    0.576161    6.57314   43      75.4386 %
4    99  39.842    0.541111    6.17327   43      75.4386 %
4    100 39.616    0.564176    6.43641   43      75.4386 %
