Run  RI  Mean      95% CI      SD        Best    % Correct 
3    0   14.314    0.306612    3.49798   24      42.1053 %
3    1   22.542    0.129912    1.4821    27      47.3684 %
3    2   25.084    0.164078    1.87188   28      49.1228 %
3    3   26.628    0.232832    2.65626   33      57.8947 %
3    4   29.398    0.28137     3.21002   34      59.6491 %
3    5   31.102    0.307617    3.50945   34      59.6491 %
3    6   31.886    0.349351    3.98557   35      61.4035 %
3    7   32.586    0.331271    3.77931   36      63.1579 %
3    8   33.036    0.374511    4.27261   37      64.9123 %
3    9   34.13     0.36178     4.12737   37      64.9123 %
3    10  35.138    0.373031    4.25572   39      68.4211 %
3    11  35.916    0.404345    4.61297   39      68.4211 %
3    12  36.656    0.438512    5.00277   40      70.1754 %
3    13  37.098    0.457103    5.21486   41      71.9298 %
3    14  37.506    0.483089    5.51133   41      71.9298 %
3    15  39.142    0.408746    4.66319   42      73.6842 %
3    16  39.15     0.442965    5.05357   42      73.6842 %
3    17  39.074    0.509027    5.80723   42      73.6842 %
3    18  39.552    0.447975    5.11073   42      73.6842 %
3    19  39.142    0.477123    5.44326   43      75.4386 %
3    20  39.302    0.502958    5.738     43      75.4386 %
3    21  39.71     0.561477    6.40562   43      75.4386 %
3    22  39.414    0.574548    6.55473   43      75.4386 %
3    23  40.128    0.519291    5.92434   43      75.4386 %
3    24  40.066    0.505575    5.76786   43      75.4386 %
3    25  40.306    0.50349     5.74407   43      75.4386 %
3    26  39.77     0.564235    6.43708   43      75.4386 %
3    27  39.91     0.540491    6.16619   43      75.4386 %
3    28  40.28     0.505453    5.76646   43      75.4386 %
3    29  39.882    0.547891    6.25062   43      75.4386 %
3    30  39.226    0.59028     6.73421   43      75.4386 %
3    31  40.008    0.532209    6.07171   43      75.4386 %
3    32  40.4      0.492292    5.61632   43      75.4386 %
3    33  40.056    0.531028    6.05824   43      75.4386 %
3    34  39.284    0.560114    6.39007   43      75.4386 %
3    35  39.948    0.504505    5.75565   43      75.4386 %
3    36  40.558    0.483286    5.51357   43      75.4386 %
3    37  39.756    0.54031     6.16413   43      75.4386 %
3    38  39.758    0.537359    6.13047   43      75.4386 %
3    39  39.352    0.58859     6.71493   43      75.4386 %
3    40  39.844    0.538448    6.14289   43      75.4386 %
3    41  40.25     0.526212    6.0033    43      75.4386 %
3    42  40.044    0.505152    5.76303   43      75.4386 %
3    43  39.588    0.564188    6.43655   43      75.4386 %
3    44  40.102    0.522601    5.9621    43      75.4386 %
3    45  39.892    0.534262    6.09513   43      75.4386 %
3    46  39.21     0.596242    6.80224   43      75.4386 %
3    47  39.25     0.619182    7.06394   43      75.4386 %
3    48  40.288    0.511324    5.83345   43      75.4386 %
3    49  40.08     0.481106    5.4887    43      75.4386 %
3    50  39.72     0.550872    6.28463   43      75.4386 %
3    51  39.848    0.570745    6.51135   43      75.4386 %
3    52  40.144    0.495094    5.64828   43      75.4386 %
3    53  40.218    0.483125    5.51174   43      75.4386 %
3    54  39.72     0.569913    6.50186   43      75.4386 %
3    55  39.77     0.552599    6.30433   43      75.4386 %
3    56  39.662    0.570495    6.50849   43      75.4386 %
3    57  40.2      0.498756    5.69006   43      75.4386 %
3    58  40.102    0.510801    5.82748   43      75.4386 %
3    59  39.852    0.556521    6.34907   43      75.4386 %
3    60  39.276    0.610696    6.96713   43      75.4386 %
3    61  39.554    0.549567    6.26975   43      75.4386 %
3    62  39.45     0.569845    6.50108   43      75.4386 %
3    63  39.998    0.513195    5.85479   43      75.4386 %
3    64  39.636    0.547859    6.25025   43      75.4386 %
3    65  39.588    0.564079    6.4353    43      75.4386 %
3    66  39.496    0.584349    6.66655   43      75.4386 %
3    67  39.296    0.593255    6.76816   43      75.4386 %
3    68  39.726    0.561183    6.40226   43      75.4386 %
3    69  40.202    0.537458    6.13159   43      75.4386 %
3    70  39.858    0.5516      6.29294   43      75.4386 %
3    71  40.3      0.502768    5.73583   43      75.4386 %
3    72  39.628    0.543727    6.20311   43      75.4386 %
3    73  39.756    0.547837    6.25001   43      75.4386 %
3    74  39.78     0.541897    6.18224   43      75.4386 %
3    75  40.414    0.502956    5.73798   43      75.4386 %
3    76  40.35     0.500139    5.70584   43      75.4386 %
3    77  38.998    0.588471    6.71358   43      75.4386 %
3    78  40.096    0.505035    5.7617    43      75.4386 %
3    79  39.68     0.558864    6.37581   43      75.4386 %
3    80  39.716    0.535838    6.11311   43      75.4386 %
3    81  39.448    0.567786    6.47759   43      75.4386 %
3    82  39.876    0.519477    5.92646   43      75.4386 %
3    83  39.49     0.57679     6.58031   43      75.4386 %
3    84  39.518    0.567395    6.47314   43      75.4386 %
3    85  39.762    0.555907    6.34207   43      75.4386 %
3    86  39.606    0.588005    6.70826   43      75.4386 %
3    87  39.754    0.549024    6.26354   43      75.4386 %
3    88  39.816    0.544918    6.21671   43      75.4386 %
3    89  39.51     0.566501    6.46293   43      75.4386 %
3    90  39.342    0.596572    6.806     43      75.4386 %
3    91  39.976    0.538561    6.14418   43      75.4386 %
3    92  40.128    0.510409    5.82301   43      75.4386 %
3    93  40.5      0.487878    5.56596   43      75.4386 %
3    94  39.96     0.547485    6.24599   43      75.4386 %
3    95  39.89     0.55266     6.30503   43      75.4386 %
3    96  40.108    0.545668    6.22526   43      75.4386 %
3    97  39.41     0.591654    6.74989   43      75.4386 %
3    98  40.34     0.49342     5.62919   43      75.4386 %
3    99  40.004    0.525161    5.99131   43      75.4386 %
3    100 39.888    0.530438    6.0515    43      75.4386 %
