Run  RI  Mean      95% CI      SD        Best    % Correct 
4    0   14.312    0.326732    3.72753   28      49.1228 %
4    1   25.416    0.145422    1.65905   30      52.6316 %
4    2   29.006    0.133008    1.51742   32      56.1404 %
4    3   31.086    0.12317     1.40519   34      59.6491 %
4    4   32.746    0.131948    1.50533   34      59.6491 %
4    5   16.51     0.567451    6.47377   35      61.4035 %
4    6   33.946    0.129759    1.48036   36      63.1579 %
4    7   34.608    0.19435     2.21724   36      63.1579 %
4    8   35.29     0.204155    2.32911   37      64.9123 %
4    9   36.096    0.214829    2.45088   37      64.9123 %
4    10  16.384    0.652367    7.44253   38      66.6667 %
4    11  36.146    0.227667    2.59734   38      66.6667 %
4    12  37.026    0.200875    2.29169   38      66.6667 %
4    13  36.846    0.261851    2.98733   39      68.4211 %
4    14  37.148    0.252447    2.88005   39      68.4211 %
4    15  16.696    0.678848    7.74465   39      68.4211 %
4    16  38.268    0.199623    2.2774    39      68.4211 %
4    17  38.02     0.23945     2.73176   39      68.4211 %
4    18  37.986    0.255956    2.92008   39      68.4211 %
4    19  37.742    0.28246     3.22245   39      68.4211 %
4    20  16.526    0.677405    7.72818   39      68.4211 %
4    21  38.222    0.214289    2.44472   39      68.4211 %
4    22  37.732    0.285021    3.25166   39      68.4211 %
4    23  37.984    0.262694    2.99695   39      68.4211 %
4    24  37.82     0.274893    3.13612   39      68.4211 %
4    25  16.588    0.68839     7.85351   39      68.4211 %
4    26  38.148    0.231114    2.63666   39      68.4211 %
4    27  38.002    0.254814    2.90704   39      68.4211 %
4    28  38.074    0.246061    2.80718   39      68.4211 %
4    29  38.022    0.250909    2.8625    39      68.4211 %
4    30  16.722    0.685513    7.82068   39      68.4211 %
4    31  38.104    0.232162    2.64863   39      68.4211 %
4    32  37.84     0.273304    3.11799   39      68.4211 %
4    33  37.918    0.278119    3.17292   39      68.4211 %
4    34  37.824    0.273059    3.11519   39      68.4211 %
4    35  16.352    0.701736    8.00577   39      68.4211 %
4    36  38.158    0.224883    2.56558   39      68.4211 %
4    37  37.818    0.273169    3.11646   39      68.4211 %
4    38  38.196    0.207664    2.36914   39      68.4211 %
4    39  37.8      0.279894    3.19318   40      70.1754 %
4    40  16.514    0.704985    8.04283   39      68.4211 %
4    41  37.972    0.24654     2.81266   39      68.4211 %
4    42  38.004    0.239198    2.7289    39      68.4211 %
4    43  38.026    0.253045    2.88687   39      68.4211 %
4    44  37.752    0.30665     3.49842   40      70.1754 %
4    45  16.478    0.707904    8.07614   39      68.4211 %
4    46  38.094    0.228148    2.60283   39      68.4211 %
4    47  37.816    0.281679    3.21353   40      70.1754 %
4    48  39.122    0.245976    2.80622   40      70.1754 %
4    49  38.838    0.275175    3.13934   40      70.1754 %
4    50  16.632    0.714309    8.1492    40      70.1754 %
4    51  39.084    0.241265    2.75247   40      70.1754 %
4    52  38.878    0.26531     3.02679   40      70.1754 %
4    53  38.962    0.237334    2.70762   40      70.1754 %
4    54  38.728    0.296588    3.38362   41      71.9298 %
4    55  16.61     0.740687    8.45013   41      71.9298 %
4    56  39.12     0.256013    2.92073   41      71.9298 %
4    57  39.946    0.277562    3.16657   41      71.9298 %
4    58  39.942    0.255969    2.92022   41      71.9298 %
4    59  39.942    0.287367    3.27843   41      71.9298 %
4    60  16.462    0.737471    8.41345   42      73.6842 %
4    61  40.078    0.263282    3.00366   42      73.6842 %
4    62  40.954    0.281812    3.21505   42      73.6842 %
4    63  40.814    0.28246     3.22245   42      73.6842 %
4    64  41.052    0.243051    2.77285   42      73.6842 %
4    65  16.818    0.751167    8.5697    42      73.6842 %
4    66  40.972    0.266296    3.03804   42      73.6842 %
4    67  40.898    0.268776    3.06633   42      73.6842 %
4    68  40.844    0.273209    3.1169    42      73.6842 %
4    69  41.078    0.240545    2.74426   42      73.6842 %
4    70  17.034    0.760112    8.67175   42      73.6842 %
4    71  40.904    0.274209    3.12832   42      73.6842 %
4    72  40.41     0.348301    3.9736    42      73.6842 %
4    73  40.878    0.280322    3.19806   42      73.6842 %
4    74  40.814    0.285227    3.25401   42      73.6842 %
4    75  17.08     0.749858    8.55476   42      73.6842 %
4    76  41.03     0.238636    2.72248   42      73.6842 %
4    77  40.562    0.324836    3.70589   42      73.6842 %
4    78  40.798    0.300343    3.42647   42      73.6842 %
4    79  40.966    0.273282    3.11774   42      73.6842 %
4    80  40.474    0.338975    3.8672    42      73.6842 %
4    81  40.864    0.283902    3.2389    42      73.6842 %
4    82  40.786    0.295368    3.36971   42      73.6842 %
4    83  40.68     0.318994    3.63924   42      73.6842 %
4    84  40.656    0.316426    3.60995   42      73.6842 %
4    85  40.802    0.297686    3.39615   42      73.6842 %
4    86  40.942    0.266692    3.04256   42      73.6842 %
4    87  40.854    0.298949    3.41056   42      73.6842 %
4    88  40.584    0.3273      3.73401   42      73.6842 %
4    89  40.766    0.306308    3.49452   42      73.6842 %
4    90  40.608    0.326257    3.7221    42      73.6842 %
4    91  40.652    0.308757    3.52246   42      73.6842 %
4    92  41.098    0.249353    2.84475   42      73.6842 %
4    93  40.922    0.272648    3.11051   43      75.4386 %
4    94  41.028    0.30287     3.4553    43      75.4386 %
4    95  41.754    0.316132    3.60659   43      75.4386 %
4    96  41.92     0.277763    3.16886   43      75.4386 %
4    97  41.624    0.318571    3.63442   43      75.4386 %
4    98  42.028    0.250136    2.85368   43      75.4386 %
4    99  41.368    0.367726    4.19521   43      75.4386 %
4    100 41.834    0.293357    3.34677   43      75.4386 %
