Run  RI  Mean      95% CI      SD        Best    % Correct 
3    0   14.35     0.301702    3.44198   24      42.1053 %
3    1   23.864    0.111866    1.27623   30      52.6316 %
3    2   27.394    0.134984    1.53997   33      57.8947 %
3    3   31.552    0.155758    1.77697   35      61.4035 %
3    4   34.122    0.144044    1.64332   37      64.9123 %
3    5   16.312    0.633265    7.22461   37      64.9123 %
3    6   36.058    0.150513    1.71713   38      66.6667 %
3    7   36.358    0.245141    2.79669   38      66.6667 %
3    8   36.862    0.305247    3.48241   39      68.4211 %
3    9   37.828    0.326163    3.72104   40      70.1754 %
3    10  16.488    0.698072    7.96396   39      68.4211 %
3    11  38.034    0.263237    3.00315   39      68.4211 %
3    12  38.054    0.294204    3.35643   41      71.9298 %
3    13  39.25     0.273882    3.12458   41      71.9298 %
3    14  39.734    0.327445    3.73566   41      71.9298 %
3    15  16.764    0.72962     8.32387   41      71.9298 %
3    16  39.846    0.311727    3.55634   41      71.9298 %
3    17  39.854    0.306879    3.50103   41      71.9298 %
3    18  39.666    0.330664    3.77239   41      71.9298 %
3    19  39.906    0.300957    3.43347   41      71.9298 %
3    20  16.834    0.742579    8.47172   41      71.9298 %
3    21  39.912    0.289949    3.30789   41      71.9298 %
3    22  40.094    0.271137    3.09327   41      71.9298 %
3    23  39.554    0.362991    4.14118   41      71.9298 %
3    24  39.72     0.334083    3.81138   41      71.9298 %
3    25  16.962    0.7372      8.41035   41      71.9298 %
3    26  40.228    0.215994    2.46418   41      71.9298 %
3    27  39.92     0.299218    3.41364   41      71.9298 %
3    28  39.938    0.301123    3.43537   41      71.9298 %
3    29  39.756    0.318594    3.63468   41      71.9298 %
3    30  16.66     0.728184    8.30749   41      71.9298 %
3    31  40.072    0.255309    2.91269   41      71.9298 %
3    32  39.552    0.367042    4.18741   41      71.9298 %
3    33  40.154    0.224973    2.5666    41      71.9298 %
3    34  40.058    0.254036    2.89818   41      71.9298 %
3    35  16.53     0.742012    8.46525   41      71.9298 %
3    36  40.212    0.243458    2.7775    41      71.9298 %
3    37  39.85     0.298212    3.40215   41      71.9298 %
3    38  39.954    0.279397    3.18751   41      71.9298 %
3    39  39.402    0.389284    4.44115   41      71.9298 %
3    40  16.688    0.739838    8.44045   41      71.9298 %
3    41  40.138    0.269739    3.07732   41      71.9298 %
3    42  39.718    0.334645    3.8178    41      71.9298 %
3    43  39.818    0.295272    3.36862   41      71.9298 %
3    44  39.982    0.279422    3.18779   41      71.9298 %
3    45  17.09     0.740749    8.45084   41      71.9298 %
3    46  40.104    0.261128    2.97908   41      71.9298 %
3    47  39.724    0.322142    3.67516   41      71.9298 %
3    48  39.792    0.303195    3.459     41      71.9298 %
3    49  39.858    0.313593    3.57763   41      71.9298 %
3    50  16.822    0.732284    8.35427   41      71.9298 %
3    51  40.054    0.281965    3.2168    41      71.9298 %
3    52  39.522    0.381868    4.35654   41      71.9298 %
3    53  39.72     0.337156    3.84645   41      71.9298 %
3    54  39.736    0.350069    3.99377   41      71.9298 %
3    55  17.088    0.738638    8.42676   41      71.9298 %
3    56  40.09     0.267488    3.05164   41      71.9298 %
3    57  39.638    0.357303    4.0763    41      71.9298 %
3    58  39.552    0.364939    4.16341   41      71.9298 %
3    59  39.916    0.292391    3.33575   41      71.9298 %
3    60  16.778    0.746602    8.51762   41      71.9298 %
3    61  40.008    0.289254    3.29996   41      71.9298 %
3    62  39.848    0.294071    3.35491   41      71.9298 %
3    63  39.694    0.327129    3.73205   41      71.9298 %
3    64  39.82     0.305356    3.48366   41      71.9298 %
3    65  16.764    0.753109    8.59185   41      71.9298 %
3    66  39.77     0.328359    3.74609   41      71.9298 %
3    67  39.6      0.340817    3.88822   41      71.9298 %
3    68  39.824    0.323825    3.69436   41      71.9298 %
3    69  39.848    0.28916     3.29889   41      71.9298 %
3    70  16.864    0.74392     8.48702   41      71.9298 %
3    71  39.96     0.292252    3.33416   41      71.9298 %
3    72  39.422    0.40483     4.6185    41      71.9298 %
3    73  40.056    0.251267    2.86658   41      71.9298 %
3    74  39.854    0.303041    3.45725   41      71.9298 %
3    75  16.806    0.722942    8.24769   41      71.9298 %
3    76  40.234    0.24213     2.76234   41      71.9298 %
3    77  39.586    0.364805    4.16188   41      71.9298 %
3    78  39.48     0.356209    4.06382   41      71.9298 %
3    79  39.404    0.396421    4.52258   41      71.9298 %
3    80  39.326    0.408312    4.65823   41      71.9298 %
3    81  39.558    0.357601    4.0797    41      71.9298 %
3    82  39.666    0.339079    3.86838   41      71.9298 %
3    83  39.828    0.323414    3.68967   41      71.9298 %
3    84  39.372    0.368908    4.20869   41      71.9298 %
3    85  40.022    0.277928    3.17074   41      71.9298 %
3    86  39.676    0.330205    3.76715   41      71.9298 %
3    87  40.102    0.256944    2.93134   41      71.9298 %
3    88  39.898    0.28219     3.21937   41      71.9298 %
3    89  39.708    0.350733    4.00134   41      71.9298 %
3    90  39.836    0.31603     3.60543   41      71.9298 %
3    91  39.712    0.327513    3.73644   41      71.9298 %
3    92  39.486    0.335923    3.83239   41      71.9298 %
3    93  39.864    0.30879     3.52283   41      71.9298 %
3    94  39.18     0.426785    4.86898   41      71.9298 %
3    95  39.858    0.27228     3.10631   41      71.9298 %
3    96  39.896    0.30203     3.44571   41      71.9298 %
3    97  39.784    0.301981    3.44515   41      71.9298 %
3    98  39.956    0.27358     3.12115   41      71.9298 %
3    99  40.08     0.25523     2.9118    41      71.9298 %
3    100 40.084    0.268394    3.06198   41      71.9298 %
