Run  RI  Mean      95% CI      SD        Best    % Correct 
13   0   14.635    0.488111    3.5219    22      38.5965 %
13   1   23.655    0.123178    0.888777  25      43.8596 %
13   2   24.82     0.179959    1.29847   27      47.3684 %
13   3   27.235    0.233725    1.68641   29      50.8772 %
13   4   28.91     0.0880823   0.635547  30      52.6316 %
13   5   29.75     0.223927    1.61572   32      56.1404 %
13   6   31.695    0.213534    1.54073   32      56.1404 %
13   7   32.735    0.22077     1.59294   33      57.8947 %
13   8   32.765    0.162018    1.16902   33      57.8947 %
13   9   32.695    0.249009    1.7967    34      59.6491 %
13   10  33.685    0.241684    1.74384   34      59.6491 %
13   11  33.455    0.328441    2.36982   34      59.6491 %
13   12  33.485    0.324354    2.34033   34      59.6491 %
13   13  33.53     0.325522    2.34876   34      59.6491 %
13   14  33.725    0.208845    1.50689   35      61.4035 %
13   15  34.32     0.390213    2.81553   35      61.4035 %
13   16  34.35     0.381961    2.75599   36      63.1579 %
13   17  35.55     0.297589    2.14722   36      63.1579 %
13   18  35.135    0.475185    3.42864   36      63.1579 %
13   19  35.47     0.323141    2.33158   37      64.9123 %
13   20  36.58     0.348561    2.515     37      64.9123 %
13   21  36.705    0.240571    1.73581   38      66.6667 %
13   22  37.585    0.344919    2.48872   38      66.6667 %
13   23  37.125    0.490627    3.54006   38      66.6667 %
13   24  37.4      0.369958    2.66939   38      66.6667 %
13   25  37.2      0.432728    3.1223    38      66.6667 %
13   26  37.37     0.445762    3.21634   38      66.6667 %
13   27  37.655    0.257546    1.85829   38      66.6667 %
13   28  37.525    0.338895    2.44525   38      66.6667 %
13   29  37.22     0.505973    3.65079   38      66.6667 %
13   30  37.34     0.418772    3.0216    38      66.6667 %
13   31  37.41     0.36263     2.61651   38      66.6667 %
13   32  37.525    0.311592    2.24825   38      66.6667 %
13   33  37.685    0.30427     2.19542   38      66.6667 %
13   34  37.295    0.463487    3.34423   38      66.6667 %
13   35  37.64     0.255076    1.84047   38      66.6667 %
13   36  37.745    0.236606    1.7072    38      66.6667 %
13   37  37.46     0.411189    2.96689   38      66.6667 %
13   38  37.735    0.179807    1.29738   38      66.6667 %
13   39  37.435    0.349175    2.51943   38      66.6667 %
13   40  37.26     0.425812    3.07239   38      66.6667 %
13   41  37.55     0.349775    2.52376   38      66.6667 %
13   42  37.17     0.463135    3.3417    38      66.6667 %
13   43  37.465    0.311264    2.24588   38      66.6667 %
13   44  37.855    0.1819      1.31247   38      66.6667 %
13   45  37.58     0.303566    2.19034   38      66.6667 %
13   46  37.42     0.377029    2.7204    38      66.6667 %
13   47  37.345    0.429504    3.09903   38      66.6667 %
13   48  37.05     0.527197    3.80393   38      66.6667 %
13   49  37.445    0.313679    2.26331   38      66.6667 %
13   50  36.595    0.65126     4.69908   38      66.6667 %
13   51  37.525    0.374093    2.69922   38      66.6667 %
13   52  37.375    0.461743    3.33165   39      68.4211 %
13   53  38.325    0.454898    3.28226   39      68.4211 %
13   54  38.695    0.230071    1.66005   39      68.4211 %
13   55  38.39     0.410002    2.95832   39      68.4211 %
13   56  38.19     0.435483    3.14218   39      68.4211 %
13   57  38.505    0.325548    2.34895   39      68.4211 %
13   58  38.47     0.375374    2.70846   39      68.4211 %
13   59  38.43     0.366685    2.64577   39      68.4211 %
13   60  38.64     0.215712    1.55644   39      68.4211 %
13   61  38.495    0.349567    2.52226   39      68.4211 %
13   62  38.485    0.328199    2.36808   39      68.4211 %
13   63  38.43     0.386423    2.78818   39      68.4211 %
13   64  38.265    0.483801    3.4908    39      68.4211 %
13   65  38.62     0.308986    2.22945   39      68.4211 %
13   66  38.085    0.530669    3.82898   39      68.4211 %
13   67  38.125    0.495521    3.57537   39      68.4211 %
13   68  38.865    0.163619    1.18057   39      68.4211 %
13   69  38.21     0.485814    3.50533   39      68.4211 %
13   70  38.545    0.314938    2.2724    39      68.4211 %
13   71  38.32     0.463271    3.34267   39      68.4211 %
13   72  38.73     0.216458    1.56182   39      68.4211 %
13   73  38.67     0.29115     2.10075   39      68.4211 %
13   74  38.315    0.38594     2.7847    39      68.4211 %
13   75  38.635    0.291834    2.10569   39      68.4211 %
13   76  38.525    0.303113    2.18707   39      68.4211 %
13   77  38.305    0.442041    3.18949   39      68.4211 %
13   78  38.495    0.379997    2.74182   39      68.4211 %
13   79  38.57     0.264539    1.90875   39      68.4211 %
13   80  38.195    0.446711    3.22318   39      68.4211 %
13   81  37.88     0.572456    4.13048   39      68.4211 %
13   82  38.66     0.299429    2.1605    39      68.4211 %
13   83  38.75     0.193896    1.39903   39      68.4211 %
13   84  38.195    0.473561    3.41692   39      68.4211 %
13   85  38.505    0.331716    2.39345   39      68.4211 %
13   86  38.165    0.496463    3.58217   39      68.4211 %
13   87  38.68     0.273949    1.97665   39      68.4211 %
13   88  38.195    0.471928    3.40514   39      68.4211 %
13   89  38.775    0.175988    1.26982   39      68.4211 %
13   90  38.275    0.442857    3.19538   39      68.4211 %
13   91  38.165    0.479452    3.45942   39      68.4211 %
13   92  38.61     0.328438    2.36981   39      68.4211 %
13   93  38.465    0.356371    2.57135   39      68.4211 %
13   94  38.55     0.335981    2.42423   39      68.4211 %
13   95  38.545    0.38172     2.75425   39      68.4211 %
13   96  38.405    0.401752    2.89879   39      68.4211 %
13   97  38.32     0.445642    3.21548   39      68.4211 %
13   98  38.6      0.283044    2.04227   39      68.4211 %
13   99  38.515    0.291437    2.10283   39      68.4211 %
13   100 38.165    0.448022    3.23265   39      68.4211 %
