Run  RI  Mean      95% CI      SD        Best    % Correct 
7    0   14.27     0.417911    3.01539   24      42.1053 %
7    1   23.82     0.15205     1.0971    25      43.8596 %
7    2   26.015    0.0353617   0.255148  27      47.3684 %
7    3   26.54     0.27221     1.9641    28      49.1228 %
7    4   27.685    0.244858    1.76674   28      49.1228 %
7    5   27.82     0.163667    1.18092   28      49.1228 %
7    6   28.31     0.14925     1.07689   29      50.8772 %
7    7   28.615    0.270374    1.95085   29      50.8772 %
7    8   28.45     0.322794    2.32908   29      50.8772 %
7    9   28.375    0.349964    2.52513   29      50.8772 %
7    10  28.64     0.241469    1.74229   29      50.8772 %
7    11  28.7      0.232907    1.68051   29      50.8772 %
7    12  28.6      0.255061    1.84036   29      50.8772 %
7    13  28.525    0.273659    1.97456   29      50.8772 %
7    14  28.765    0.182736    1.31851   29      50.8772 %
7    15  28.595    0.272656    1.96731   29      50.8772 %
7    16  28.56     0.278104    2.00662   29      50.8772 %
7    17  29.915    0.0602072   0.434418  30      52.6316 %
7    18  29.475    0.288762    2.08353   30      52.6316 %
7    19  29.71     0.209607    1.51239   30      52.6316 %
7    20  29.54     0.264659    1.90962   30      52.6316 %
7    21  29.895    0.174865    1.26172   32      56.1404 %
7    22  31.305    0.363695    2.6242    32      56.1404 %
7    23  31.51     0.301533    2.17568   32      56.1404 %
7    24  31.7      0.313465    2.26176   33      57.8947 %
7    25  32.315    0.406405    2.93237   33      57.8947 %
7    26  32.63     0.307969    2.22211   33      57.8947 %
7    27  32.66     0.258235    1.86327   33      57.8947 %
7    28  32.24     0.447044    3.22559   33      57.8947 %
7    29  31.99     0.492601    3.5543    33      57.8947 %
7    30  32.625    0.261946    1.89004   33      57.8947 %
7    31  32.42     0.356231    2.57034   33      57.8947 %
7    32  32.195    0.39609     2.85794   33      57.8947 %
7    33  32.48     0.344551    2.48606   33      57.8947 %
7    34  32.36     0.364713    2.63154   33      57.8947 %
7    35  31.985    0.461751    3.33171   33      57.8947 %
7    36  32.73     0.232787    1.67964   33      57.8947 %
7    37  32.765    0.256562    1.85119   33      57.8947 %
7    38  32.225    0.398457    2.87501   33      57.8947 %
7    39  32.035    0.504869    3.64282   33      57.8947 %
7    40  32.41     0.351273    2.53457   33      57.8947 %
7    41  32.18     0.416535    3.00546   33      57.8947 %
7    42  32.31     0.40731     2.93889   33      57.8947 %
7    43  32.515    0.329959    2.38078   33      57.8947 %
7    44  32.66     0.247158    1.78334   33      57.8947 %
7    45  32.435    0.354388    2.55704   33      57.8947 %
7    46  32.72     0.22582     1.62938   33      57.8947 %
7    47  32.06     0.478214    3.4505    33      57.8947 %
7    48  32.315    0.415332    2.99678   33      57.8947 %
7    49  32.5      0.328206    2.36813   33      57.8947 %
7    50  32.535    0.325512    2.34869   33      57.8947 %
7    51  32.19     0.415056    2.99479   33      57.8947 %
7    52  32.115    0.434993    3.13864   33      57.8947 %
7    53  32.4      0.348184    2.51228   33      57.8947 %
7    54  32.6      0.311921    2.25063   33      57.8947 %
7    55  32.52     0.272607    1.96696   33      57.8947 %
7    56  32.125    0.449562    3.24376   33      57.8947 %
7    57  32.425    0.328922    2.3733    33      57.8947 %
7    58  32.405    0.363934    2.62592   33      57.8947 %
7    59  32.635    0.240322    1.73402   33      57.8947 %
7    60  32.68     0.23156     1.6708    33      57.8947 %
7    61  32.23     0.451869    3.26041   33      57.8947 %
7    62  32.305    0.404171    2.91625   33      57.8947 %
7    63  32.37     0.380583    2.74605   33      57.8947 %
7    64  32.48     0.320758    2.31439   33      57.8947 %
7    65  32.695    0.219771    1.58573   33      57.8947 %
7    66  32.585    0.330047    2.38141   33      57.8947 %
7    67  32.205    0.447056    3.22568   33      57.8947 %
7    68  32.315    0.384687    2.77566   33      57.8947 %
7    69  32.055    0.491072    3.54327   33      57.8947 %
7    70  32.63     0.26042     1.87903   33      57.8947 %
7    71  32.39     0.356347    2.57118   33      57.8947 %
7    72  32.64     0.270146    1.9492    33      57.8947 %
7    73  32.19     0.419911    3.02982   33      57.8947 %
7    74  32.905    0.110802    0.799482  33      57.8947 %
7    75  32.325    0.343422    2.47792   33      57.8947 %
7    76  32.74     0.20098     1.45014   33      57.8947 %
7    77  32.795    0.163394    1.17895   33      57.8947 %
7    78  32.22     0.386335    2.78755   33      57.8947 %
7    79  32.305    0.401776    2.89896   33      57.8947 %
7    80  32.465    0.336305    2.42656   33      57.8947 %
7    81  32.56     0.327806    2.36524   33      57.8947 %
7    82  32.36     0.380515    2.74556   33      57.8947 %
7    83  32.73     0.223046    1.60936   33      57.8947 %
7    84  32.645    0.245771    1.77333   33      57.8947 %
7    85  32.445    0.337971    2.43859   33      57.8947 %
7    86  32.42     0.394543    2.84677   33      57.8947 %
7    87  32.54     0.294358    2.1239    33      57.8947 %
7    88  32.765    0.211618    1.5269    33      57.8947 %
7    89  32.53     0.306272    2.20987   33      57.8947 %
7    90  32.535    0.300535    2.16848   33      57.8947 %
7    91  32.68     0.262432    1.89355   33      57.8947 %
7    92  32.425    0.323895    2.33702   33      57.8947 %
7    93  31.95     0.511209    3.68857   33      57.8947 %
7    94  32.535    0.315575    2.27699   33      57.8947 %
7    95  32.695    0.211262    1.52433   33      57.8947 %
7    96  32.305    0.393032    2.83587   33      57.8947 %
7    97  32.595    0.273716    1.97496   33      57.8947 %
7    98  32.4      0.352592    2.54408   33      57.8947 %
7    99  32.27     0.41768     3.01372   33      57.8947 %
7    100 32.715    0.222035    1.60206   33      57.8947 %
