Run  RI  Mean      95% CI      SD        Best    % Correct 
10   0   14.38     0.46135     3.32881   23      40.3509 %
10   1   24.195    0.0818425   0.590524  27      47.3684 %
10   2   27.34     0.119876    0.864951  30      52.6316 %
10   3   30.575    0.195723    1.41221   32      56.1404 %
10   4   31.6      0.193023    1.39273   32      56.1404 %
10   5   15.815    0.868471    6.26635   32      56.1404 %
10   6   31.465    0.238993    1.72443   32      56.1404 %
10   7   31.955    0.122155    0.881396  33      57.8947 %
10   8   32.575    0.234327    1.69076   34      59.6491 %
10   9   33.805    0.106448    0.768066  35      61.4035 %
10   10  16.465    0.967099    6.97798   35      61.4035 %
10   11  34.275    0.38628     2.78715   36      63.1579 %
10   12  34.835    0.545557    3.9364    37      64.9123 %
10   13  36.765    0.118693    0.856412  37      64.9123 %
10   14  36.555    0.280198    2.02173   37      64.9123 %
10   15  16.93     0.995587    7.18353   37      64.9123 %
10   16  36.415    0.322952    2.33022   37      64.9123 %
10   17  36.365    0.354824    2.56019   38      66.6667 %
10   18  36.875    0.53088     3.8305    38      66.6667 %
10   19  37.215    0.397107    2.86528   38      66.6667 %
10   20  16.905    1.00898     7.28018   38      66.6667 %
10   21  37.355    0.314969    2.27262   38      66.6667 %
10   22  37.34     0.358951    2.58997   39      68.4211 %
10   23  37.885    0.522679    3.77132   39      68.4211 %
10   24  38.085    0.446296    3.22019   39      68.4211 %
10   25  16.57     1.12701     8.13177   39      68.4211 %
10   26  38.06     0.466154    3.36348   40      70.1754 %
10   27  39.42     0.366382    2.64359   40      70.1754 %
10   28  38.91     0.510348    3.68235   40      70.1754 %
10   29  38.915    0.524633    3.78542   40      70.1754 %
10   30  16.735    1.15006     8.29814   40      70.1754 %
10   31  38.85     0.566386    4.08669   40      70.1754 %
10   32  39.195    0.418831    3.02203   40      70.1754 %
10   33  39.1      0.454062    3.27623   40      70.1754 %
10   34  39.1      0.440685    3.17971   40      70.1754 %
10   35  16.41     1.15865     8.36011   40      70.1754 %
10   36  39.25     0.401428    2.89645   40      70.1754 %
10   37  38.61     0.583516    4.21029   40      70.1754 %
10   38  38.87     0.507526    3.66199   40      70.1754 %
10   39  39.18     0.386235    2.78683   40      70.1754 %
10   40  16.745    1.09631     7.9103    40      70.1754 %
10   41  39.185    0.45045     3.25017   40      70.1754 %
10   42  39.445    0.317046    2.28761   41      71.9298 %
10   43  40.115    0.469154    3.38512   41      71.9298 %
10   44  40.045    0.50217     3.62334   41      71.9298 %
10   45  16.955    1.18852     8.57559   41      71.9298 %
10   46  40.075    0.449992    3.24686   41      71.9298 %
10   47  40.445    0.317046    2.28761   41      71.9298 %
10   48  40.16     0.446871    3.22434   41      71.9298 %
10   49  39.84     0.58511     4.22179   41      71.9298 %
10   50  16.655    1.14359     8.25145   41      71.9298 %
10   51  40.17     0.469346    3.38651   41      71.9298 %
10   52  40.455    0.325488    2.34852   41      71.9298 %
10   53  40.34     0.414835    2.99319   41      71.9298 %
10   54  40.055    0.45069     3.2519    41      71.9298 %
10   55  16.7      1.17961     8.5113    41      71.9298 %
10   56  40.02     0.46622     3.36395   41      71.9298 %
10   57  40.045    0.482566    3.4819    41      71.9298 %
10   58  40.18     0.447372    3.22796   41      71.9298 %
10   59  39.885    0.538326    3.88423   41      71.9298 %
10   60  16.74     1.19749     8.64035   41      71.9298 %
10   61  40.17     0.499049    3.60082   41      71.9298 %
10   62  40.1      0.523753    3.77907   41      71.9298 %
10   63  40.095    0.469652    3.38872   41      71.9298 %
10   64  40.675    0.236174    1.70408   41      71.9298 %
10   65  16.97     1.15052     8.30143   41      71.9298 %
10   66  39.48     0.659487    4.75845   41      71.9298 %
10   67  40.125    0.419807    3.02907   41      71.9298 %
10   68  39.335    0.698621    5.04082   41      71.9298 %
10   69  39.995    0.496214    3.58037   41      71.9298 %
10   70  16.82     1.09743     7.9184    41      71.9298 %
10   71  40.135    0.425004    3.06656   41      71.9298 %
10   72  40.205    0.497147    3.5871    41      71.9298 %
10   73  40.545    0.338855    2.44497   42      73.6842 %
10   74  40.745    0.495338    3.57405   42      73.6842 %
10   75  16.585    1.21653     8.7777    42      73.6842 %
10   76  41.1      0.452785    3.26701   42      73.6842 %
10   77  41.265    0.446014    3.21816   42      73.6842 %
10   78  41.055    0.419637    3.02784   42      73.6842 %
10   79  41.38     0.315478    2.27629   42      73.6842 %
10   80  41.13     0.446411    3.22102   42      73.6842 %
10   81  41.055    0.4893      3.53048   42      73.6842 %
10   82  41.05     0.460133    3.32003   42      73.6842 %
10   83  41.32     0.404306    2.91722   42      73.6842 %
10   84  41.19     0.458797    3.31039   42      73.6842 %
10   85  41.13     0.47976     3.46165   42      73.6842 %
10   86  41.37     0.35295     2.54667   42      73.6842 %
10   87  40.985    0.49152     3.5465    42      73.6842 %
10   88  40.835    0.570635    4.11735   42      73.6842 %
10   89  40.83     0.579253    4.17953   42      73.6842 %
10   90  40.99     0.505368    3.64642   42      73.6842 %
10   91  41.2      0.42689     3.08017   42      73.6842 %
10   92  41.28     0.423065    3.05257   42      73.6842 %
10   93  41.52     0.256179    1.84843   42      73.6842 %
10   94  41.2      0.419822    3.02917   42      73.6842 %
10   95  41.245    0.39089     2.82042   42      73.6842 %
10   96  41.285    0.396743    2.86265   42      73.6842 %
10   97  40.675    0.544878    3.9315    42      73.6842 %
10   98  40.87     0.544943    3.93197   42      73.6842 %
10   99  41.225    0.407084    2.93726   42      73.6842 %
10   100 41.345    0.39042     2.81703   42      73.6842 %
