Run  RI  Mean      95% CI      SD        Best    % Correct 
16   0   14.275    0.499982    3.60755   28      49.1228 %
16   1   27.535    0.148918    1.0745    28      49.1228 %
16   2   28.48     0.176274    1.27188   30      52.6316 %
16   3   29.725    0.280969    2.02729   34      59.6491 %
16   4   33.8      0.100192    0.72292   35      61.4035 %
16   5   16.47     0.977032    7.04965   35      61.4035 %
16   6   34.27     0.348935    2.5177    35      61.4035 %
16   7   34.34     0.302317    2.18133   35      61.4035 %
16   8   34.165    0.416771    3.00716   35      61.4035 %
16   9   34.04     0.413763    2.98546   35      61.4035 %
16   10  16.6      0.922047    6.65292   35      61.4035 %
16   11  34.41     0.297408    2.14591   35      61.4035 %
16   12  35.14     0.285434    2.05952   36      63.1579 %
16   13  34.955    0.492465    3.55332   36      63.1579 %
16   14  36.455    0.142912    1.03116   37      64.9123 %
16   15  16.255    0.977337    7.05185   37      64.9123 %
16   16  36.465    0.295352    2.13108   37      64.9123 %
16   17  36.41     0.346013    2.49661   37      64.9123 %
16   18  36.35     0.364637    2.63099   37      64.9123 %
16   19  35.935    0.499042    3.60078   37      64.9123 %
16   20  16.91     1.0391      7.49753   37      64.9123 %
16   21  36.25     0.392185    2.82976   37      64.9123 %
16   22  35.905    0.515131    3.71686   37      64.9123 %
16   23  36.165    0.404787    2.92069   37      64.9123 %
16   24  36.08     0.45858     3.30883   37      64.9123 %
16   25  16.585    1.04134     7.51366   37      64.9123 %
16   26  36.005    0.468397    3.37966   37      64.9123 %
16   27  36.21     0.405457    2.92552   37      64.9123 %
16   28  36.035    0.485573    3.50359   37      64.9123 %
16   29  36.315    0.33478     2.41556   37      64.9123 %
16   30  16.455    1.01748     7.34149   37      64.9123 %
16   31  36.14     0.396174    2.85854   37      64.9123 %
16   32  36.195    0.434664    3.13626   37      64.9123 %
16   33  35.895    0.489536    3.53219   37      64.9123 %
16   34  36.12     0.418569    3.02013   37      64.9123 %
16   35  16.48     1.01692     7.33749   37      64.9123 %
16   36  35.885    0.52194     3.76599   37      64.9123 %
16   37  35.815    0.482122    3.47869   37      64.9123 %
16   38  36.26     0.396952    2.86416   37      64.9123 %
16   39  35.865    0.523325    3.77599   37      64.9123 %
16   40  16.57     1.0219      7.37339   37      64.9123 %
16   41  36.24     0.36131     2.60699   37      64.9123 %
16   42  36.105    0.456478    3.29366   38      66.6667 %
16   43  37.15     0.456764    3.29573   38      66.6667 %
16   44  37.265    0.385163    2.7791    38      66.6667 %
16   45  16.47     1.00892     7.2797    38      66.6667 %
16   46  36.905    0.547997    3.954     38      66.6667 %
16   47  37.035    0.425843    3.07262   38      66.6667 %
16   48  36.965    0.483781    3.49066   38      66.6667 %
16   49  36.83     0.563714    4.06741   38      66.6667 %
16   50  16.46     1.04602     7.5474    38      66.6667 %
16   51  37.365    0.330894    2.38753   38      66.6667 %
16   52  37.165    0.413048    2.9803    38      66.6667 %
16   53  37.665    0.20854     1.50469   38      66.6667 %
16   54  37.15     0.451023    3.2543    38      66.6667 %
16   55  16.52     1.07533     7.7589    38      66.6667 %
16   56  37.07     0.449471    3.2431    38      66.6667 %
16   57  37.15     0.427059    3.08139   38      66.6667 %
16   58  37.235    0.397132    2.86545   38      66.6667 %
16   59  37.26     0.411987    2.97264   38      66.6667 %
16   60  16.4      1.0175      7.34163   38      66.6667 %
16   61  37.23     0.413966    2.98692   38      66.6667 %
16   62  37.1      0.449361    3.24231   38      66.6667 %
16   63  37.09     0.442912    3.19577   38      66.6667 %
16   64  36.82     0.472554    3.40965   38      66.6667 %
16   65  16.725    1.0427      7.52346   38      66.6667 %
16   66  37.31     0.340444    2.45643   38      66.6667 %
16   67  36.955    0.472663    3.41044   38      66.6667 %
16   68  37.225    0.394806    2.84868   38      66.6667 %
16   69  36.805    0.507789    3.66389   38      66.6667 %
16   70  16.72     1.00174     7.22792   38      66.6667 %
16   71  36.93     0.503746    3.63472   39      68.4211 %
16   72  38.09     0.434773    3.13705   39      68.4211 %
16   73  37.725    0.58321     4.20808   39      68.4211 %
16   74  38.415    0.356208    2.57018   39      68.4211 %
16   75  16.365    1.04623     7.54895   39      68.4211 %
16   76  38.335    0.371333    2.6793    39      68.4211 %
16   77  37.855    0.530782    3.82979   39      68.4211 %
16   78  38.37     0.31784     2.29334   39      68.4211 %
16   79  38.12     0.407587    2.94089   39      68.4211 %
16   80  38.185    0.482722    3.48302   39      68.4211 %
16   81  38.38     0.308674    2.2272    39      68.4211 %
16   82  38.11     0.447594    3.22956   39      68.4211 %
16   83  37.545    0.550142    3.96948   39      68.4211 %
16   84  37.53     0.588477    4.24609   39      68.4211 %
16   85  38.13     0.429889    3.10181   39      68.4211 %
16   86  37.85     0.531573    3.8355    39      68.4211 %
16   87  37.79     0.534803    3.8588    39      68.4211 %
16   88  38.33     0.346548    2.50047   39      68.4211 %
16   89  38.23     0.408805    2.94968   39      68.4211 %
16   90  38.325    0.352027    2.54001   39      68.4211 %
16   91  37.895    0.502765    3.62764   39      68.4211 %
16   92  38.335    0.336993    2.43153   39      68.4211 %
16   93  38.335    0.365041    2.63391   39      68.4211 %
16   94  37.875    0.504976    3.64359   39      68.4211 %
16   95  37.485    0.643939    4.64626   39      68.4211 %
16   96  38.35     0.395859    2.85627   39      68.4211 %
16   97  37.965    0.451798    3.25989   39      68.4211 %
16   98  37.925    0.482094    3.47849   39      68.4211 %
16   99  38.06     0.461785    3.33195   39      68.4211 %
16   100 37.83     0.560107    4.04138   39      68.4211 %
