Run  RI  Mean      95% CI      SD        Best    % Correct 
24   0   14.264    0.298764    3.40845   25      43.8596 %
24   1   25.292    0.0735533   0.839133  28      49.1228 %
24   2   27.986    0.0459119   0.523787  30      52.6316 %
24   3   29.644    0.162293    1.85152   30      52.6316 %
24   4   30.666    0.0720574   0.822068  32      56.1404 %
24   5   31.656    0.154227    1.7595    33      57.8947 %
24   6   32.462    0.0964582   1.10044   33      57.8947 %
24   7   32.648    0.155382    1.77268   34      59.6491 %
24   8   33.65     0.161585    1.84345   34      59.6491 %
24   9   34.596    0.0779264   0.889025  35      61.4035 %
24   10  34.362    0.22757     2.59624   35      61.4035 %
24   11  34.564    0.19307     2.20264   35      61.4035 %
24   12  34.816    0.205438    2.34374   36      63.1579 %
24   13  35.498    0.202643    2.31186   36      63.1579 %
24   14  35.43     0.228955    2.61204   36      63.1579 %
24   15  35.478    0.213728    2.43832   36      63.1579 %
24   16  35.276    0.262402    2.99362   36      63.1579 %
24   17  35.572    0.172135    1.9638    36      63.1579 %
24   18  35.488    0.219141    2.50007   36      63.1579 %
24   19  35.284    0.275617    3.14438   36      63.1579 %
24   20  35.356    0.235783    2.68993   36      63.1579 %
24   21  35.348    0.263209    3.00282   36      63.1579 %
24   22  35.66     0.175667    2.0041    36      63.1579 %
24   23  35.392    0.240264    2.74105   36      63.1579 %
24   24  35.466    0.216863    2.47408   36      63.1579 %
24   25  35.64     0.187743    2.14186   36      63.1579 %
24   26  35.738    0.138213    1.57681   36      63.1579 %
24   27  35.7      0.158955    1.81344   36      63.1579 %
24   28  35.522    0.213656    2.4375    36      63.1579 %
24   29  35.524    0.190248    2.17045   36      63.1579 %
24   30  35.516    0.227482    2.59523   36      63.1579 %
24   31  35.698    0.156338    1.78358   37      64.9123 %
24   32  36.152    0.297972    3.39941   37      64.9123 %
24   33  36.536    0.188281    2.14801   37      64.9123 %
24   34  36.528    0.221228    2.52388   37      64.9123 %
24   35  36.6      0.182114    2.07765   37      64.9123 %
24   36  36.51     0.197251    2.25034   37      64.9123 %
24   37  36.426    0.245685    2.8029    38      66.6667 %
24   38  37.952    0.0416838   0.475551  38      66.6667 %
24   39  37.422    0.236739    2.70083   38      66.6667 %
24   40  37.258    0.291104    3.32107   38      66.6667 %
24   41  37.312    0.284297    3.24341   38      66.6667 %
24   42  37.468    0.208393    2.37745   38      66.6667 %
24   43  37.048    0.335372    3.82609   38      66.6667 %
24   44  37.282    0.267036    3.04648   38      66.6667 %
24   45  37.352    0.272538    3.10925   38      66.6667 %
24   46  37.34     0.261764    2.98634   38      66.6667 %
24   47  37.702    0.16352     1.86552   38      66.6667 %
24   48  37.52     0.229233    2.6152    38      66.6667 %
24   49  37.302    0.264549    3.01811   38      66.6667 %
24   50  37.508    0.214311    2.44497   38      66.6667 %
24   51  37.584    0.210341    2.39968   38      66.6667 %
24   52  37.644    0.168894    1.92683   38      66.6667 %
24   53  37.43     0.237537    2.70994   38      66.6667 %
24   54  37.636    0.177045    2.01982   38      66.6667 %
24   55  37.468    0.248806    2.8385    38      66.6667 %
24   56  37.126    0.312761    3.56813   38      66.6667 %
24   57  37.56     0.216251    2.4671    38      66.6667 %
24   58  37.556    0.18906     2.15689   38      66.6667 %
24   59  37.284    0.292054    3.3319    38      66.6667 %
24   60  37.282    0.269903    3.07919   38      66.6667 %
24   61  37.394    0.248276    2.83246   38      66.6667 %
24   62  37.278    0.288572    3.29217   38      66.6667 %
24   63  37.426    0.253337    2.8902    38      66.6667 %
24   64  37.326    0.266477    3.0401    38      66.6667 %
24   65  37.364    0.254897    2.90799   38      66.6667 %
24   66  37.406    0.248127    2.83076   38      66.6667 %
24   67  37.384    0.251201    2.86583   38      66.6667 %
24   68  37.362    0.265481    3.02875   38      66.6667 %
24   69  37.492    0.232638    2.65406   38      66.6667 %
24   70  37.26     0.279845    3.19261   38      66.6667 %
24   71  36.946    0.348182    3.97223   38      66.6667 %
24   72  37.274    0.28522     3.25394   38      66.6667 %
24   73  37.384    0.266893    3.04485   38      66.6667 %
24   74  37.442    0.243578    2.77886   38      66.6667 %
24   75  37.452    0.251372    2.86778   38      66.6667 %
24   76  37.46     0.246496    2.81216   38      66.6667 %
24   77  37.164    0.298129    3.40121   38      66.6667 %
24   78  37.438    0.25196     2.87449   38      66.6667 %
24   79  37.258    0.305807    3.48881   38      66.6667 %
24   80  37.402    0.24004     2.7385    38      66.6667 %
24   81  37.54     0.211244    2.40998   38      66.6667 %
24   82  37.568    0.207586    2.36825   38      66.6667 %
24   83  37.378    0.248777    2.83817   38      66.6667 %
24   84  37.642    0.174732    1.99344   38      66.6667 %
24   85  37.354    0.266201    3.03696   38      66.6667 %
24   86  37.332    0.253295    2.88972   38      66.6667 %
24   87  37.392    0.239365    2.7308    38      66.6667 %
24   88  37.506    0.216599    2.47107   38      66.6667 %
24   89  37.528    0.22557     2.57341   38      66.6667 %
24   90  37.432    0.254683    2.90556   38      66.6667 %
24   91  37.372    0.26084     2.97579   38      66.6667 %
24   92  37.322    0.269101    3.07004   38      66.6667 %
24   93  37.498    0.226672    2.586     38      66.6667 %
24   94  37.358    0.252383    2.87931   38      66.6667 %
24   95  37.292    0.272349    3.1071    38      66.6667 %
24   96  37.366    0.273552    3.12082   38      66.6667 %
24   97  37.558    0.197733    2.25584   38      66.6667 %
24   98  37.684    0.159201    1.81624   38      66.6667 %
24   99  37.438    0.253726    2.89464   38      66.6667 %
24   100 37.448    0.219657    2.50596   38      66.6667 %
