Run  RI  Mean      95% CI      SD        Best    % Correct 
3    0   14.282    0.286292    3.26616   23      40.3509 %
3    1   23.314    0.0868334   0.99064   29      50.8772 %
3    2   28.878    0.0639441   0.729507  30      52.6316 %
3    3   29.834    0.0974858   1.11217   32      56.1404 %
3    4   31.784    0.13206     1.50661   34      59.6491 %
3    5   33.868    0.0307191   0.350459  34      59.6491 %
3    6   33.506    0.197798    2.25658   34      59.6491 %
3    7   34.492    0.154832    1.7664    35      61.4035 %
3    8   34.72     0.176044    2.0084    36      63.1579 %
3    9   35.338    0.243469    2.77762   37      64.9123 %
3    10  36.95     0.0599925   0.684424  37      64.9123 %
3    11  36.474    0.228757    2.60978   37      64.9123 %
3    12  36.378    0.247598    2.82473   37      64.9123 %
3    13  36.4      0.224317    2.55912   37      64.9123 %
3    14  36.574    0.19738     2.25181   37      64.9123 %
3    15  36.424    0.243666    2.77987   37      64.9123 %
3    16  36.522    0.231703    2.64339   37      64.9123 %
3    17  36.478    0.246014    2.80665   37      64.9123 %
3    18  36.594    0.194327    2.21698   37      64.9123 %
3    19  36.132    0.300975    3.43368   37      64.9123 %
3    20  36.608    0.180209    2.05592   37      64.9123 %
3    21  36.488    0.206256    2.35307   37      64.9123 %
3    22  36.662    0.178436    2.03569   37      64.9123 %
3    23  36.156    0.277292    3.16349   37      64.9123 %
3    24  36.604    0.188903    2.1551    37      64.9123 %
3    25  36.28     0.277486    3.1657    37      64.9123 %
3    26  36.604    0.187019    2.13361   37      64.9123 %
3    27  36.558    0.19882     2.26824   37      64.9123 %
3    28  36.364    0.259091    2.95584   37      64.9123 %
3    29  36.716    0.141134    1.61013   37      64.9123 %
3    30  36.306    0.280284    3.19763   37      64.9123 %
3    31  36.372    0.242294    2.76422   37      64.9123 %
3    32  36.248    0.279488    3.18855   37      64.9123 %
3    33  36.39     0.252993    2.88627   37      64.9123 %
3    34  36.26     0.275017    3.13753   37      64.9123 %
3    35  36.444    0.232389    2.65121   37      64.9123 %
3    36  36.346    0.261557    2.98397   37      64.9123 %
3    37  36.472    0.213218    2.4325    37      64.9123 %
3    38  36.492    0.212072    2.41943   37      64.9123 %
3    39  36.54     0.20473     2.33566   37      64.9123 %
3    40  36.77     0.147893    1.68724   38      66.6667 %
3    41  37.518    0.217232    2.4783    38      66.6667 %
3    42  37.368    0.264226    3.01442   38      66.6667 %
3    43  37.786    0.116409    1.32806   38      66.6667 %
3    44  37.706    0.150127    1.71273   38      66.6667 %
3    45  37.56     0.22985     2.62224   38      66.6667 %
3    46  37.424    0.237847    2.71348   38      66.6667 %
3    47  37.476    0.215163    2.45468   38      66.6667 %
3    48  37.508    0.230444    2.62902   38      66.6667 %
3    49  37.764    0.144502    1.64856   38      66.6667 %
3    50  37.518    0.23974     2.73508   38      66.6667 %
3    51  37.462    0.243039    2.77271   38      66.6667 %
3    52  37.632    0.185394    2.11507   38      66.6667 %
3    53  37.51     0.198574    2.26543   38      66.6667 %
3    54  37.624    0.196248    2.23889   38      66.6667 %
3    55  37.782    0.115289    1.31527   38      66.6667 %
3    56  37.698    0.134528    1.53477   38      66.6667 %
3    57  37.58     0.195953    2.23553   38      66.6667 %
3    58  37.652    0.165339    1.88627   38      66.6667 %
3    59  37.252    0.281711    3.2139    38      66.6667 %
3    60  37.63     0.188861    2.15462   38      66.6667 %
3    61  37.578    0.190541    2.17379   38      66.6667 %
3    62  37.498    0.226128    2.57979   38      66.6667 %
3    63  37.586    0.193641    2.20915   38      66.6667 %
3    64  37.384    0.258094    2.94447   38      66.6667 %
3    65  37.45     0.238288    2.71851   38      66.6667 %
3    66  37.482    0.237805    2.71301   38      66.6667 %
3    67  37.584    0.20717     2.3635    38      66.6667 %
3    68  37.448    0.252283    2.87817   38      66.6667 %
3    69  37.458    0.232412    2.65147   38      66.6667 %
3    70  37.492    0.226059    2.579     38      66.6667 %
3    71  37.726    0.158104    1.80373   38      66.6667 %
3    72  37.396    0.24604     2.80695   38      66.6667 %
3    73  37.622    0.182433    2.08129   38      66.6667 %
3    74  37.608    0.188069    2.14559   38      66.6667 %
3    75  37.672    0.176629    2.01508   38      66.6667 %
3    76  37.478    0.206175    2.35214   38      66.6667 %
3    77  37.368    0.254671    2.90542   38      66.6667 %
3    78  37.56     0.193       2.20184   38      66.6667 %
3    79  37.658    0.18796     2.14435   38      66.6667 %
3    80  37.558    0.201665    2.3007    38      66.6667 %
3    81  37.646    0.18705     2.13396   38      66.6667 %
3    82  37.532    0.225019    2.56713   38      66.6667 %
3    83  37.4      0.248976    2.84045   38      66.6667 %
3    84  37.47     0.245129    2.79656   38      66.6667 %
3    85  37.712    0.165203    1.88472   38      66.6667 %
3    86  37.762    0.118284    1.34944   38      66.6667 %
3    87  37.772    0.188267    2.14785   39      68.4211 %
3    88  38.224    0.296429    3.38182   39      68.4211 %
3    89  38.348    0.275331    3.14112   39      68.4211 %
3    90  38.61     0.187075    2.13425   39      68.4211 %
3    91  38.536    0.230691    2.63184   39      68.4211 %
3    92  38.134    0.308322    3.5175    39      68.4211 %
3    93  38.608    0.175447    2.00159   39      68.4211 %
3    94  38.648    0.171222    1.95339   39      68.4211 %
3    95  38.416    0.257353    2.93602   39      68.4211 %
3    96  38.394    0.261505    2.98338   39      68.4211 %
3    97  38.44     0.233175    2.66018   39      68.4211 %
3    98  38.522    0.221581    2.5279    39      68.4211 %
3    99  38.428    0.257441    2.93702   39      68.4211 %
3    100 38.658    0.185818    2.11991   39      68.4211 %
