Run  RI  Mean      95% CI      SD        Best    % Correct 
5    0   14.284    0.30414     3.46979   25      43.8596 %
5    1   25.134    0.0433451   0.494503  28      49.1228 %
5    2   27.718    0.137687    1.5708    29      50.8772 %
5    3   30.236    0.10632     1.21295   32      56.1404 %
5    4   31.964    0.0163454   0.186477  32      56.1404 %
5    5   31.486    0.217518    2.48156   34      59.6491 %
5    6   33.942    0.0281097   0.320689  35      61.4035 %
5    7   34.728    0.150702    1.71928   35      61.4035 %
5    8   34.542    0.224252    2.55838   36      63.1579 %
5    9   35.704    0.173905    1.984     36      63.1579 %
5    10  35.592    0.208551    2.37926   37      64.9123 %
5    11  36.526    0.22869     2.60901   38      66.6667 %
5    12  37.664    0.167839    1.91479   38      66.6667 %
5    13  37.53     0.193054    2.20245   38      66.6667 %
5    14  37.37     0.26289     2.99918   38      66.6667 %
5    15  37.546    0.241375    2.75373   39      68.4211 %
5    16  38.308    0.265049    3.02381   39      68.4211 %
5    17  38.156    0.303029    3.4571    39      68.4211 %
5    18  38.474    0.256129    2.92205   40      70.1754 %
5    19  39.43     0.240884    2.74813   41      71.9298 %
5    20  40.608    0.202574    2.31106   41      71.9298 %
5    21  40.318    0.265277    3.02642   41      71.9298 %
5    22  40.606    0.209311    2.38792   41      71.9298 %
5    23  40.428    0.258098    2.94451   41      71.9298 %
5    24  40.478    0.237089    2.70484   41      71.9298 %
5    25  40.502    0.235534    2.68709   41      71.9298 %
5    26  40.394    0.269679    3.07664   41      71.9298 %
5    27  40.276    0.310559    3.54301   41      71.9298 %
5    28  40.458    0.252968    2.88598   41      71.9298 %
5    29  40.344    0.291398    3.32442   41      71.9298 %
5    30  40.562    0.231315    2.63896   41      71.9298 %
5    31  40.344    0.298291    3.40306   41      71.9298 %
5    32  40.226    0.297222    3.39086   41      71.9298 %
5    33  40.53     0.212565    2.42505   41      71.9298 %
5    34  40.374    0.284398    3.24456   41      71.9298 %
5    35  40.48     0.242167    2.76276   41      71.9298 %
5    36  40.476    0.242418    2.76563   41      71.9298 %
5    37  40.43     0.267764    3.05479   41      71.9298 %
5    38  40.278    0.301258    3.43691   41      71.9298 %
5    39  40.33     0.263825    3.00985   41      71.9298 %
5    40  40.686    0.162343    1.8521    41      71.9298 %
5    41  40.308    0.287722    3.28248   41      71.9298 %
5    42  40.334    0.302606    3.45229   41      71.9298 %
5    43  40.15     0.316059    3.60576   41      71.9298 %
5    44  40.528    0.222269    2.53576   41      71.9298 %
5    45  40.432    0.253593    2.89312   41      71.9298 %
5    46  40.484    0.251709    2.87163   41      71.9298 %
5    47  40.232    0.300151    3.42427   41      71.9298 %
5    48  40.45     0.2351      2.68214   41      71.9298 %
5    49  40.492    0.242045    2.76137   41      71.9298 %
5    50  40.072    0.340171    3.88084   41      71.9298 %
5    51  40.416    0.263911    3.01083   41      71.9298 %
5    52  40.428    0.25756     2.93838   41      71.9298 %
5    53  40.342    0.282482    3.2227    41      71.9298 %
5    54  40.384    0.297191    3.39051   41      71.9298 %
5    55  40.248    0.320257    3.65365   41      71.9298 %
5    56  40.502    0.248264    2.83232   41      71.9298 %
5    57  40.172    0.337348    3.84864   41      71.9298 %
5    58  40.606    0.199441    2.27533   41      71.9298 %
5    59  40.472    0.234932    2.68022   41      71.9298 %
5    60  40.47     0.247629    2.82508   41      71.9298 %
5    61  40.634    0.192953    2.2013    41      71.9298 %
5    62  40.488    0.248324    2.833     41      71.9298 %
5    63  40.45     0.260513    2.97206   41      71.9298 %
5    64  40.554    0.231729    2.64368   41      71.9298 %
5    65  40.042    0.355199    4.05229   41      71.9298 %
5    66  40.342    0.278475    3.17698   41      71.9298 %
5    67  40.366    0.281157    3.20759   41      71.9298 %
5    68  40.528    0.227879    2.59976   41      71.9298 %
5    69  40.676    0.181331    2.06872   41      71.9298 %
5    70  40.376    0.256449    2.9257    41      71.9298 %
5    71  40.226    0.282017    3.21739   41      71.9298 %
5    72  40.524    0.245071    2.7959    41      71.9298 %
5    73  40.446    0.235551    2.68729   41      71.9298 %
5    74  40.3      0.299789    3.42015   41      71.9298 %
5    75  40.47     0.253892    2.89653   41      71.9298 %
5    76  40.444    0.228042    2.60162   41      71.9298 %
5    77  40.662    0.193107    2.20306   41      71.9298 %
5    78  40.378    0.258609    2.95034   41      71.9298 %
5    79  40.348    0.291679    3.32762   41      71.9298 %
5    80  40.536    0.223641    2.55142   41      71.9298 %
5    81  40.534    0.251818    2.87286   41      71.9298 %
5    82  40.614    0.205492    2.34435   41      71.9298 %
5    83  40.492    0.248449    2.83443   41      71.9298 %
5    84  39.942    0.369877    4.21975   41      71.9298 %
5    85  40.294    0.300425    3.4274    41      71.9298 %
5    86  40.564    0.210907    2.40613   41      71.9298 %
5    87  40.306    0.272541    3.10929   41      71.9298 %
5    88  40.37     0.27525     3.14019   41      71.9298 %
5    89  40.36     0.270187    3.08243   41      71.9298 %
5    90  40.538    0.207348    2.36553   41      71.9298 %
5    91  40.456    0.236481    2.69789   41      71.9298 %
5    92  40.078    0.339458    3.87271   41      71.9298 %
5    93  40.188    0.3009      3.43282   41      71.9298 %
5    94  40.448    0.236598    2.69923   41      71.9298 %
5    95  40.4      0.270666    3.08789   41      71.9298 %
5    96  40.478    0.237932    2.71445   41      71.9298 %
5    97  40.538    0.221355    2.52533   41      71.9298 %
5    98  40.368    0.246186    2.80862   41      71.9298 %
5    99  40.312    0.303523    3.46275   41      71.9298 %
5    100 40.276    0.304804    3.47736   41      71.9298 %
