Run  RI  Mean      95% CI      SD        Best    % Correct 
2    0   13.946    0.320072    3.65154   24      42.1053 %
2    1   23.29     0.116465    1.3287    28      49.1228 %
2    2   27.754    0.133802    1.52648   30      52.6316 %
2    3   30.17     0.151697    1.73063   32      56.1404 %
2    4   31.848    0.166776    1.90267   33      57.8947 %
2    5   15.234    0.466957    5.32729   34      59.6491 %
2    6   32.75     0.242515    2.76673   35      61.4035 %
2    7   34.024    0.251184    2.86563   36      63.1579 %
2    8   35.39     0.194895    2.22346   36      63.1579 %
2    9   35.542    0.185055    2.1112    36      63.1579 %
2    10  15.378    0.50519     5.76347   37      64.9123 %
2    11  35.394    0.289238    3.29978   37      64.9123 %
2    12  36.234    0.233453    2.66335   37      64.9123 %
2    13  35.602    0.349026    3.98187   38      66.6667 %
2    14  36.938    0.229242    2.61531   38      66.6667 %
2    15  15.474    0.533894    6.09094   38      66.6667 %
2    16  35.494    0.420666    4.79917   38      66.6667 %
2    17  37.324    0.236984    2.70364   38      66.6667 %
2    18  37.53     0.286058    3.2635    39      68.4211 %
2    19  37.666    0.364       4.1527    39      68.4211 %
2    20  15.614    0.545165    6.21952   39      68.4211 %
2    21  36.918    0.420165    4.79346   39      68.4211 %
2    22  37.786    0.320614    3.65773   39      68.4211 %
2    23  37.834    0.339532    3.87356   39      68.4211 %
2    24  37.424    0.379955    4.33472   39      68.4211 %
2    25  15.332    0.547453    6.24562   39      68.4211 %
2    26  36.908    0.391602    4.4676    39      68.4211 %
2    27  37.792    0.324392    3.70083   39      68.4211 %
2    28  38.038    0.288303    3.2891    39      68.4211 %
2    29  37.85     0.31322     3.57338   39      68.4211 %
2    30  15.526    0.533231    6.08337   39      68.4211 %
2    31  37.39     0.328977    3.75314   39      68.4211 %
2    32  37.92     0.310878    3.54665   39      68.4211 %
2    33  38.054    0.317027    3.6168    39      68.4211 %
2    34  37.794    0.344139    3.92612   39      68.4211 %
2    35  15.406    0.547195    6.24268   39      68.4211 %
2    36  37.156    0.361637    4.12574   39      68.4211 %
2    37  37.956    0.286232    3.26548   39      68.4211 %
2    38  38.07     0.301825    3.44337   39      68.4211 %
2    39  37.796    0.342691    3.9096    39      68.4211 %
2    40  15.262    0.534586    6.09883   39      68.4211 %
2    41  37.078    0.358561    4.09065   39      68.4211 %
2    42  38.092    0.279007    3.18305   39      68.4211 %
2    43  38.148    0.283639    3.2359    39      68.4211 %
2    44  38.138    0.28549     3.25702   39      68.4211 %
2    45  15.424    0.543943    6.20558   40      70.1754 %
2    46  37.42     0.379868    4.33372   40      70.1754 %
2    47  38.908    0.32295     3.68438   40      70.1754 %
2    48  39.07     0.305072    3.48042   40      70.1754 %
2    49  39.058    0.295972    3.3766    40      70.1754 %
2    50  15.386    0.55875     6.3745    40      70.1754 %
2    51  38.51     0.333994    3.81037   40      70.1754 %
2    52  39.066    0.290869    3.31838   40      70.1754 %
2    53  38.89     0.328884    3.75207   40      70.1754 %
2    54  39.106    0.299388    3.41557   40      70.1754 %
2    55  15.674    0.553341    6.3128    40      70.1754 %
2    56  38.31     0.384203    4.38319   40      70.1754 %
2    57  38.678    0.37827     4.3155    40      70.1754 %
2    58  38.844    0.349336    3.9854    40      70.1754 %
2    59  38.972    0.319158    3.64112   40      70.1754 %
2    60  15.492    0.551657    6.29358   40      70.1754 %
2    61  38.242    0.341037    3.89072   40      70.1754 %
2    62  38.868    0.34729     3.96207   40      70.1754 %
2    63  39.126    0.280034    3.19477   40      70.1754 %
2    64  39.194    0.280174    3.19637   40      70.1754 %
2    65  15.346    0.572263    6.52867   40      70.1754 %
2    66  37.736    0.449271    5.12551   40      70.1754 %
2    67  38.916    0.334213    3.81288   40      70.1754 %
2    68  38.954    0.327264    3.7336    40      70.1754 %
2    69  39.092    0.279227    3.18557   40      70.1754 %
2    70  15.45     0.569034    6.49182   40      70.1754 %
2    71  38.504    0.361917    4.12893   40      70.1754 %
2    72  39.426    0.231354    2.6394    40      70.1754 %
2    73  39.03     0.305929    3.4902    40      70.1754 %
2    74  39.24     0.258479    2.94886   40      70.1754 %
2    75  15.64     0.562878    6.42159   40      70.1754 %
2    76  38.118    0.405021    4.62069   40      70.1754 %
2    77  39.11     0.287518    3.28016   40      70.1754 %
2    78  38.966    0.328075    3.74284   40      70.1754 %
2    79  38.728    0.381308    4.35016   40      70.1754 %
2    80  15.322    0.569026    6.49173   40      70.1754 %
2    81  37.992    0.441785    5.04011   40      70.1754 %
2    82  39.21     0.295233    3.36817   40      70.1754 %
2    83  38.942    0.358031    4.08461   40      70.1754 %
2    84  38.994    0.323741    3.69341   40      70.1754 %
2    85  15.32     0.567802    6.47777   40      70.1754 %
2    86  37.898    0.412027    4.70062   40      70.1754 %
2    87  39.206    0.271851    3.10142   40      70.1754 %
2    88  39.032    0.300468    3.4279    40      70.1754 %
2    89  39.02     0.296349    3.3809    40      70.1754 %
2    90  15.404    0.567552    6.47492   40      70.1754 %
2    91  37.984    0.410981    4.68868   40      70.1754 %
2    92  39.008    0.337639    3.85196   40      70.1754 %
2    93  39.31     0.265524    3.02923   40      70.1754 %
2    94  39.052    0.315934    3.60434   40      70.1754 %
2    95  15.414    0.574467    6.55382   40      70.1754 %
2    96  38.296    0.384829    4.39032   40      70.1754 %
2    97  39.014    0.308044    3.51433   40      70.1754 %
2    98  38.98     0.312681    3.56722   40      70.1754 %
2    99  39.128    0.295777    3.37437   40      70.1754 %
2    100 39.172    0.301178    3.43599   40      70.1754 %
