Run  RI  Mean      95% CI      SD        Best    % Correct 
11   0   14.182    0.295897    3.37575   23      40.3509 %
11   1   22.846    0.079564    0.907707  27      47.3684 %
11   2   26.442    0.073548    0.839073  29      50.8772 %
11   3   28.78     0.0882491   1.00679   30      52.6316 %
11   4   30.062    0.107395    1.22522   32      56.1404 %
11   5   31.746    0.132181    1.50799   33      57.8947 %
11   6   32.65     0.157043    1.79162   34      59.6491 %
11   7   33.614    0.149341    1.70376   35      61.4035 %
11   8   34.716    0.141787    1.61758   35      61.4035 %
11   9   34.548    0.180067    2.0543    35      61.4035 %
11   10  34.628    0.175167    1.9984    36      63.1579 %
11   11  35.364    0.251675    2.87124   36      63.1579 %
11   12  35.364    0.232731    2.65511   36      63.1579 %
11   13  35.286    0.249844    2.85034   36      63.1579 %
11   14  36.104    0.159998    1.82533   37      64.9123 %
11   15  36.414    0.251783    2.87247   37      64.9123 %
11   16  36.486    0.223798    2.5532    37      64.9123 %
11   17  36.63     0.196453    2.24124   37      64.9123 %
11   18  36.702    0.154714    1.76506   37      64.9123 %
11   19  36.476    0.229632    2.61976   37      64.9123 %
11   20  36.174    0.28647     3.26819   37      64.9123 %
11   21  36.744    0.133022    1.51759   37      64.9123 %
11   22  36.328    0.222671    2.54034   37      64.9123 %
11   23  36.42     0.24054     2.74421   37      64.9123 %
11   24  36.562    0.203556    2.32227   37      64.9123 %
11   25  36.332    0.25366     2.89388   37      64.9123 %
11   26  36.638    0.179108    2.04336   37      64.9123 %
11   27  36.454    0.228194    2.60335   37      64.9123 %
11   28  36.436    0.263662    3.00799   37      64.9123 %
11   29  36.478    0.207143    2.36319   37      64.9123 %
11   30  36.39     0.250178    2.85415   37      64.9123 %
11   31  36.302    0.27099     3.09159   37      64.9123 %
11   32  36.348    0.257651    2.93942   37      64.9123 %
11   33  36.676    0.166825    1.90323   37      64.9123 %
11   34  36.328    0.246809    2.81572   37      64.9123 %
11   35  36.614    0.178722    2.03895   37      64.9123 %
11   36  36.638    0.16534     1.88629   37      64.9123 %
11   37  36.526    0.220183    2.51196   37      64.9123 %
11   38  36.274    0.279219    3.18547   37      64.9123 %
11   39  36.512    0.205133    2.34026   37      64.9123 %
11   40  36.65     0.161681    1.84453   37      64.9123 %
11   41  36.654    0.169555    1.93436   37      64.9123 %
11   42  36.7      0.167814    1.91451   37      64.9123 %
11   43  36.506    0.227486    2.59527   37      64.9123 %
11   44  36.292    0.247406    2.82253   37      64.9123 %
11   45  36.612    0.192502    2.19616   37      64.9123 %
11   46  36.284    0.241622    2.75655   37      64.9123 %
11   47  36.6      0.169775    1.93688   37      64.9123 %
11   48  36.542    0.217561    2.48205   37      64.9123 %
11   49  36.566    0.19748     2.25295   37      64.9123 %
11   50  36.766    0.136021    1.55179   37      64.9123 %
11   51  36.39     0.251712    2.87165   37      64.9123 %
11   52  36.688    0.148661    1.696     37      64.9123 %
11   53  36.248    0.278771    3.18037   37      64.9123 %
11   54  36.278    0.266491    3.04026   37      64.9123 %
11   55  36.368    0.255817    2.91849   37      64.9123 %
11   56  36.546    0.19768     2.25523   37      64.9123 %
11   57  36.498    0.209076    2.38524   37      64.9123 %
11   58  36.634    0.192953    2.2013    37      64.9123 %
11   59  36.52     0.212574    2.42515   37      64.9123 %
11   60  36.662    0.177311    2.02285   37      64.9123 %
11   61  36.452    0.224723    2.56376   37      64.9123 %
11   62  36.496    0.199194    2.27251   37      64.9123 %
11   63  36.6      0.182114    2.07765   37      64.9123 %
11   64  36.554    0.212093    2.41967   37      64.9123 %
11   65  36.448    0.235293    2.68434   37      64.9123 %
11   66  36.662    0.174157    1.98687   37      64.9123 %
11   67  36.394    0.235481    2.68648   37      64.9123 %
11   68  36.558    0.223606    2.55101   37      64.9123 %
11   69  36.662    0.15388     1.75554   37      64.9123 %
11   70  36.44     0.220062    2.51058   37      64.9123 %
11   71  36.608    0.168736    1.92503   37      64.9123 %
11   72  36.338    0.250452    2.85729   37      64.9123 %
11   73  36.53     0.208691    2.38085   37      64.9123 %
11   74  36.524    0.223585    2.55077   37      64.9123 %
11   75  36.384    0.258273    2.94651   37      64.9123 %
11   76  36.53     0.188126    2.14623   37      64.9123 %
11   77  36.644    0.177344    2.02323   37      64.9123 %
11   78  36.528    0.200336    2.28553   37      64.9123 %
11   79  36.552    0.190932    2.17825   37      64.9123 %
11   80  36.52     0.200189    2.28386   37      64.9123 %
11   81  36.492    0.224624    2.56263   37      64.9123 %
11   82  36.224    0.280194    3.1966    37      64.9123 %
11   83  36.608    0.166625    1.90094   37      64.9123 %
11   84  36.458    0.228537    2.60727   37      64.9123 %
11   85  36.572    0.188692    2.15269   37      64.9123 %
11   86  36.512    0.216668    2.47186   37      64.9123 %
11   87  36.32     0.259597    2.96161   37      64.9123 %
11   88  36.49     0.217449    2.48077   37      64.9123 %
11   89  36.482    0.21445     2.44656   37      64.9123 %
11   90  36.554    0.198441    2.26392   37      64.9123 %
11   91  36.572    0.199635    2.27754   37      64.9123 %
11   92  36.472    0.238832    2.72471   37      64.9123 %
11   93  36.454    0.231609    2.64232   37      64.9123 %
11   94  36.672    0.18153     2.07099   37      64.9123 %
11   95  36.534    0.222747    2.54121   37      64.9123 %
11   96  36.452    0.236149    2.69411   37      64.9123 %
11   97  36.652    0.187589    2.14011   37      64.9123 %
11   98  36.646    0.17837     2.03494   37      64.9123 %
11   99  36.338    0.269922    3.0794    37      64.9123 %
11   100 36.332    0.265986    3.0345    37      64.9123 %
