Run  RI  Mean      95% CI      SD        Best    % Correct 
7    0   14.292    0.296389    3.38136   25      43.8596 %
7    1   23.772    0.123214    1.40569   27      47.3684 %
7    2   26.93     0.0509431   0.581185  30      52.6316 %
7    3   29.622    0.0897849   1.02431   32      56.1404 %
7    4   31.662    0.0597517   0.681678  33      57.8947 %
7    5   32.868    0.0639116   0.729136  34      59.6491 %
7    6   33.632    0.163128    1.86105   35      61.4035 %
7    7   34.768    0.130914    1.49353   36      63.1579 %
7    8   35.526    0.195278    2.22784   36      63.1579 %
7    9   36.038    0.173466    1.97899   37      64.9123 %
7    10  36.638    0.182007    2.07643   37      64.9123 %
7    11  36.588    0.185678    2.11831   37      64.9123 %
7    12  36.494    0.214742    2.44989   37      64.9123 %
7    13  36.484    0.216025    2.46453   37      64.9123 %
7    14  36.476    0.220743    2.51835   37      64.9123 %
7    15  37.162    0.119398    1.36216   38      66.6667 %
7    16  37.436    0.23755     2.71009   39      68.4211 %
7    17  38.87     0.0751255   0.85707   39      68.4211 %
7    18  38.91     0.210176    2.39779   40      70.1754 %
7    19  39.544    0.191993    2.19036   40      70.1754 %
7    20  39.96     0.131038    1.49495   41      71.9298 %
7    21  40.38     0.252287    2.87822   41      71.9298 %
7    22  40.456    0.234847    2.67926   41      71.9298 %
7    23  40.628    0.18358     2.09437   41      71.9298 %
7    24  40.288    0.271589    3.09843   41      71.9298 %
7    25  40.278    0.284542    3.2462    41      71.9298 %
7    26  40.44     0.237039    2.70426   41      71.9298 %
7    27  40.194    0.294064    3.35483   41      71.9298 %
7    28  40.382    0.269355    3.07294   41      71.9298 %
7    29  40.412    0.262144    2.99068   41      71.9298 %
7    30  40.29     0.268866    3.06736   41      71.9298 %
7    31  40.156    0.323904    3.69526   41      71.9298 %
7    32  40.31     0.250976    2.86327   41      71.9298 %
7    33  40.354    0.26724     3.04882   41      71.9298 %
7    34  39.89     0.371821    4.24192   41      71.9298 %
7    35  40.618    0.178098    2.03183   41      71.9298 %
7    36  40.49     0.204457    2.33255   41      71.9298 %
7    37  40.376    0.256929    2.93118   41      71.9298 %
7    38  40.182    0.300954    3.43343   41      71.9298 %
7    39  40.584    0.178936    2.04139   41      71.9298 %
7    40  40.512    0.206031    2.35051   41      71.9298 %
7    41  40.656    0.164282    1.87422   41      71.9298 %
7    42  40.352    0.269127    3.07033   41      71.9298 %
7    43  40.498    0.222629    2.53986   41      71.9298 %
7    44  40.28     0.30914     3.52682   41      71.9298 %
7    45  39.97     0.337561    3.85107   41      71.9298 %
7    46  40.178    0.293618    3.34974   41      71.9298 %
7    47  40.408    0.252926    2.88551   41      71.9298 %
7    48  40.572    0.213355    2.43406   41      71.9298 %
7    49  40.428    0.227263    2.59273   41      71.9298 %
7    50  40.494    0.222351    2.5367    41      71.9298 %
7    51  40.498    0.226808    2.58754   41      71.9298 %
7    52  40.312    0.285108    3.25266   41      71.9298 %
7    53  40.218    0.286829    3.27229   41      71.9298 %
7    54  40.326    0.279891    3.19314   41      71.9298 %
7    55  40.442    0.245781    2.80399   41      71.9298 %
7    56  40.386    0.260535    2.97232   41      71.9298 %
7    57  40.41     0.233694    2.66611   41      71.9298 %
7    58  40.338    0.255263    2.91217   41      71.9298 %
7    59  40.264    0.281845    3.21543   41      71.9298 %
7    60  40.424    0.24805     2.82988   41      71.9298 %
7    61  40.464    0.240558    2.74441   41      71.9298 %
7    62  40.058    0.314387    3.58669   41      71.9298 %
7    63  40.362    0.270423    3.08512   41      71.9298 %
7    64  40.438    0.228906    2.61147   41      71.9298 %
7    65  40.532    0.218633    2.49428   41      71.9298 %
7    66  40.262    0.289539    3.30321   41      71.9298 %
7    67  40.48     0.223105    2.5453    41      71.9298 %
7    68  40.722    0.141499    1.61429   41      71.9298 %
7    69  40.582    0.210567    2.40225   41      71.9298 %
7    70  40.178    0.3085      3.51953   41      71.9298 %
7    71  40.334    0.255183    2.91125   41      71.9298 %
7    72  40.556    0.21368     2.43778   41      71.9298 %
7    73  40.46     0.248239    2.83204   41      71.9298 %
7    74  40.476    0.243938    2.78297   41      71.9298 %
7    75  40.274    0.27977     3.19175   41      71.9298 %
7    76  40.186    0.314642    3.58959   41      71.9298 %
7    77  40.384    0.248489    2.83489   41      71.9298 %
7    78  40.422    0.250209    2.85451   41      71.9298 %
7    79  40.428    0.250099    2.85326   41      71.9298 %
7    80  40.228    0.283448    3.23372   41      71.9298 %
7    81  40.27     0.292709    3.33937   41      71.9298 %
7    82  40.268    0.300022    3.42281   41      71.9298 %
7    83  40.44     0.267495    3.05173   41      71.9298 %
7    84  40.128    0.325847    3.71743   41      71.9298 %
7    85  40.596    0.211397    2.41172   41      71.9298 %
7    86  40.558    0.206345    2.35409   41      71.9298 %
7    87  40.354    0.249974    2.85183   41      71.9298 %
7    88  40.404    0.263937    3.01113   41      71.9298 %
7    89  40.588    0.202344    2.30844   41      71.9298 %
7    90  40.11     0.332423    3.79245   41      71.9298 %
7    91  40.21     0.322502    3.67926   41      71.9298 %
7    92  40.552    0.191737    2.18743   41      71.9298 %
7    93  40.494    0.227282    2.59295   41      71.9298 %
7    94  40.47     0.201483    2.29862   41      71.9298 %
7    95  40.524    0.245887    2.8052    41      71.9298 %
7    96  40.494    0.239037    2.72706   41      71.9298 %
7    97  40.578    0.192551    2.19672   41      71.9298 %
7    98  40.19     0.297053    3.38893   41      71.9298 %
7    99  40.572    0.227466    2.59505   42      73.6842 %
7    100 41.554    0.240468    2.74338   42      73.6842 %
