Run  RI  Mean      95% CI      SD        Best    % Correct 
19   0   14.1      0.667145    3.4038    22      38.5965 %
19   1   22.58     0.266013    1.35721   25      43.8596 %
19   2   27.1      0.325477    1.6606    29      50.8772 %
19   3   29.11     0.190773    0.973331  30      52.6316 %
19   4   31.32     0.0918899   0.468826  32      56.1404 %
19   5   31.55     0.55951     2.85464   33      57.8947 %
19   6   32.61     0.379828    1.9379    33      57.8947 %
19   7   33.98     0.0275782   0.140705  34      59.6491 %
19   8   33.8      0.353481    1.80348   36      63.1579 %
19   9   35.19     0.539972    2.75496   36      63.1579 %
19   10  35.64     0.299421    1.52766   36      63.1579 %
19   11  36.49     0.179453    0.915578  37      64.9123 %
19   12  36.04     0.729077    3.71978   37      64.9123 %
19   13  36.65     0.397285    2.02696   37      64.9123 %
19   14  36.62     0.322217    1.64397   37      64.9123 %
19   15  36.7      0.305807    1.56024   37      64.9123 %
19   16  36.2      0.583029    2.97464   37      64.9123 %
19   17  36.56     0.301745    1.53951   37      64.9123 %
19   18  36.36     0.545566    2.7835    37      64.9123 %
19   19  35.96     0.759319    3.87408   37      64.9123 %
19   20  36.71     0.254251    1.2972    37      64.9123 %
19   21  36.61     0.407431    2.07873   37      64.9123 %
19   22  36.71     0.274789    1.40198   37      64.9123 %
19   23  36.67     0.290922    1.48429   37      64.9123 %
19   24  36.62     0.443795    2.26426   37      64.9123 %
19   25  36.53     0.457295    2.33314   37      64.9123 %
19   26  36.7      0.339482    1.73205   37      64.9123 %
19   27  36.69     0.285047    1.45432   37      64.9123 %
19   28  36.26     0.489402    2.49695   37      64.9123 %
19   29  36.14     0.686365    3.50186   37      64.9123 %
19   30  36.5      0.434713    2.21793   37      64.9123 %
19   31  36.52     0.447885    2.28513   37      64.9123 %
19   32  36.61     0.371565    1.89574   37      64.9123 %
19   33  36.2      0.641345    3.27217   37      64.9123 %
19   34  36.19     0.613953    3.13241   37      64.9123 %
19   35  36.68     0.259665    1.32482   37      64.9123 %
19   36  36.87     0.184065    0.939106  37      64.9123 %
19   37  36.56     0.424616    2.16641   37      64.9123 %
19   38  36.9      0.143409    0.731679  37      64.9123 %
19   39  36.52     0.428401    2.18572   37      64.9123 %
19   40  36.31     0.596644    3.0441    37      64.9123 %
19   41  36.44     0.442516    2.25774   37      64.9123 %
19   42  36.35     0.553934    2.82619   37      64.9123 %
19   43  36.89     0.114507    0.58422   37      64.9123 %
19   44  36.7      0.357303    1.82297   37      64.9123 %
19   45  36.57     0.333433    1.70119   37      64.9123 %
19   46  36.59     0.402833    2.05527   37      64.9123 %
19   47  36.35     0.655335    3.34354   37      64.9123 %
19   48  35.65     0.836849    4.26964   37      64.9123 %
19   49  36.63     0.382638    1.95223   37      64.9123 %
19   50  36.89     0.2156      1.1       37      64.9123 %
19   51  36.93     0.1372      0.7       37      64.9123 %
19   52  36.71     0.301712    1.53935   37      64.9123 %
19   53  36.23     0.597398    3.04795   37      64.9123 %
19   54  36.68     0.383878    1.95856   37      64.9123 %
19   55  36.63     0.276702    1.41175   37      64.9123 %
19   56  36.01     0.845668    4.31463   37      64.9123 %
19   57  36.33     0.480144    2.44972   37      64.9123 %
19   58  36.44     0.495469    2.5279    37      64.9123 %
19   59  36.3      0.676387    3.45096   37      64.9123 %
19   60  36.5      0.365888    1.86677   37      64.9123 %
19   61  35.77     0.837071    4.27077   37      64.9123 %
19   62  35.83     0.786498    4.01274   37      64.9123 %
19   63  36.82     0.168029    0.857292  37      64.9123 %
19   64  36.74     0.298252    1.52169   37      64.9123 %
19   65  36.22     0.707829    3.61137   37      64.9123 %
19   66  36.53     0.437343    2.23134   37      64.9123 %
19   67  36.75     0.324133    1.65374   37      64.9123 %
19   68  36.66     0.429071    2.18914   37      64.9123 %
19   69  36.46     0.473934    2.41803   37      64.9123 %
19   70  35.85     0.807588    4.12035   37      64.9123 %
19   71  36.16     0.70516     3.59775   37      64.9123 %
19   72  36.27     0.532854    2.71864   37      64.9123 %
19   73  36.85     0.211016    1.07661   37      64.9123 %
19   74  36.89     0.0919533   0.469149  37      64.9123 %
19   75  36.41     0.473668    2.41667   38      66.6667 %
19   76  37.78     0.19417     0.990663  38      66.6667 %
19   77  37.86     0.142104    0.725022  38      66.6667 %
19   78  37.93     0.0696734   0.355477  38      66.6667 %
19   79  37.3      0.518567    2.64575   38      66.6667 %
19   80  37.06     0.62032     3.1649    38      66.6667 %
19   81  37.73     0.402602    2.05409   38      66.6667 %
19   82  37.72     0.403781    2.06011   38      66.6667 %
19   83  37.71     0.382272    1.95037   38      66.6667 %
19   84  37.4      0.518193    2.64384   38      66.6667 %
19   85  37.88     0.115804    0.590839  38      66.6667 %
19   86  37.27     0.661511    3.37506   38      66.6667 %
19   87  37.8      0.249172    1.27128   38      66.6667 %
19   88  37.82     0.235365    1.20084   38      66.6667 %
19   89  36.93     0.782144    3.99053   38      66.6667 %
19   90  37.96     0.0386015   0.196946  38      66.6667 %
19   91  37.37     0.578791    2.95302   38      66.6667 %
19   92  37.7      0.304535    1.55375   38      66.6667 %
19   93  37.32     0.550071    2.80649   38      66.6667 %
19   94  36.94     0.801533    4.08945   38      66.6667 %
19   95  37.17     0.719506    3.67095   38      66.6667 %
19   96  37.47     0.464869    2.37178   38      66.6667 %
19   97  37.96     0.0617925   0.315268  38      66.6667 %
19   98  37.67     0.39007     1.99015   38      66.6667 %
19   99  37.76     0.268828    1.37157   38      66.6667 %
19   100 37.41     0.609131    3.10781   38      66.6667 %
