Run  RI  Mean      95% CI      SD        Best    % Correct 
1    0   13.92     0.743183    3.79175   23      40.3509 %
1    1   24.89     0.147135    0.75069   28      49.1228 %
1    2   28.66     0.360245    1.83798   32      56.1404 %
1    3   31.42     0.514571    2.62536   33      57.8947 %
1    4   32.46     0.423793    2.16221   34      59.6491 %
1    5   33.53     0.413631    2.11036   34      59.6491 %
1    6   33.88     0.308057    1.57172   35      61.4035 %
1    7   34.2      0.495219    2.52663   35      61.4035 %
1    8   34.46     0.27355     1.39566   35      61.4035 %
1    9   34.73     0.239411    1.22148   36      63.1579 %
1    10  34.88     0.55736     2.84367   36      63.1579 %
1    11  35.18     0.607399    3.09897   36      63.1579 %
1    12  35.04     0.590253    3.01149   36      63.1579 %
1    13  35.39     0.465237    2.37366   36      63.1579 %
1    14  35.36     0.483739    2.46806   36      63.1579 %
1    15  35.42     0.454508    2.31892   36      63.1579 %
1    16  34.95     0.650581    3.31929   36      63.1579 %
1    17  34.97     0.606808    3.09596   36      63.1579 %
1    18  34.93     0.64752     3.30367   36      63.1579 %
1    19  35.65     0.255894    1.30558   36      63.1579 %
1    20  35.54     0.364741    1.86092   36      63.1579 %
1    21  36.76     0.300197    1.53162   37      64.9123 %
1    22  36.36     0.577358    2.9457    37      64.9123 %
1    23  36.38     0.455872    2.32588   37      64.9123 %
1    24  36.48     0.412716    2.10569   37      64.9123 %
1    25  36.57     0.342617    1.74804   37      64.9123 %
1    26  36.68     0.242671    1.23812   37      64.9123 %
1    27  36.68     0.394841    2.01449   38      66.6667 %
1    28  37.45     0.468958    2.39264   38      66.6667 %
1    29  37.63     0.385668    1.96769   38      66.6667 %
1    30  37.65     0.357167    1.82228   38      66.6667 %
1    31  37.4      0.386015    1.96946   38      66.6667 %
1    32  36.98     0.685777    3.49886   38      66.6667 %
1    33  37.55     0.377245    1.92472   38      66.6667 %
1    34  37.49     0.493252    2.51659   38      66.6667 %
1    35  37.27     0.647879    3.30551   38      66.6667 %
1    36  37.4      0.501448    2.55841   38      66.6667 %
1    37  37.37     0.552025    2.81646   38      66.6667 %
1    38  37.41     0.51526     2.62888   38      66.6667 %
1    39  37.46     0.547625    2.79401   38      66.6667 %
1    40  37.15     0.685434    3.49711   38      66.6667 %
1    41  37.41     0.467068    2.383     38      66.6667 %
1    42  37.5      0.450494    2.29844   38      66.6667 %
1    43  37.31     0.547111    2.79138   38      66.6667 %
1    44  37.3      0.576672    2.9422    38      66.6667 %
1    45  36.76     0.815594    4.1612    38      66.6667 %
1    46  37.53     0.422909    2.1577    38      66.6667 %
1    47  37.49     0.348501    1.77807   38      66.6667 %
1    48  37.67     0.419777    2.14172   38      66.6667 %
1    49  37.75     0.31809     1.62291   38      66.6667 %
1    50  37.55     0.457227    2.33279   38      66.6667 %
1    51  37.88     0.160711    0.819953  38      66.6667 %
1    52  37.67     0.305242    1.55735   38      66.6667 %
1    53  37.5      0.452214    2.30721   38      66.6667 %
1    54  37.57     0.468859    2.39214   38      66.6667 %
1    55  37.47     0.487682    2.48817   38      66.6667 %
1    56  37.12     0.681975    3.47946   38      66.6667 %
1    57  37.49     0.4674      2.38469   38      66.6667 %
1    58  37.79     0.226827    1.15728   38      66.6667 %
1    59  37.35     0.535411    2.73169   38      66.6667 %
1    60  37.44     0.508609    2.59494   38      66.6667 %
1    61  38.23     0.371524    1.89553   39      68.4211 %
1    62  38.53     0.494791    2.52445   39      68.4211 %
1    63  38.79     0.241733    1.23333   39      68.4211 %
1    64  38.4      0.545196    2.78161   39      68.4211 %
1    65  38.55     0.500964    2.55594   39      68.4211 %
1    66  38.22     0.582084    2.96981   39      68.4211 %
1    67  38.65     0.334734    1.70783   39      68.4211 %
1    68  38.73     0.394816    2.01437   39      68.4211 %
1    69  38.49     0.40705     2.07678   39      68.4211 %
1    70  38.28     0.515249    2.62882   39      68.4211 %
1    71  38.3      0.648863    3.31053   39      68.4211 %
1    72  38.46     0.568485    2.90044   39      68.4211 %
1    73  38.38     0.502824    2.56543   39      68.4211 %
1    74  38.69     0.324515    1.65569   39      68.4211 %
1    75  38.32     0.62472     3.18735   39      68.4211 %
1    76  37.73     0.93267     4.75852   39      68.4211 %
1    77  38.43     0.56012     2.85776   39      68.4211 %
1    78  37.93     0.759491    3.87495   39      68.4211 %
1    79  37.85     0.799378    4.07846   39      68.4211 %
1    80  38.55     0.442565    2.25798   39      68.4211 %
1    81  38.52     0.425675    2.17181   39      68.4211 %
1    82  38.11     0.707454    3.60946   39      68.4211 %
1    83  38.35     0.578603    2.95206   39      68.4211 %
1    84  38.5      0.475634    2.4267    39      68.4211 %
1    85  38.59     0.480177    2.44988   39      68.4211 %
1    86  38.64     0.406119    2.07204   39      68.4211 %
1    87  38.67     0.420701    2.14643   39      68.4211 %
1    88  38.02     0.808359    4.12428   39      68.4211 %
1    89  38.48     0.468217    2.38886   39      68.4211 %
1    90  38.73     0.416809    2.12658   39      68.4211 %
1    91  38.28     0.672117    3.42917   39      68.4211 %
1    92  38.75     0.235357    1.2008    39      68.4211 %
1    93  38.69     0.33626     1.71561   39      68.4211 %
1    94  38.8      0.392       2         39      68.4211 %
1    95  38.49     0.490886    2.50452   39      68.4211 %
1    96  38.41     0.574376    2.93049   39      68.4211 %
1    97  38.67     0.436988    2.22953   39      68.4211 %
1    98  38.31     0.632017    3.22457   39      68.4211 %
1    99  38.33     0.561366    2.86411   39      68.4211 %
1    100 38.28     0.616718    3.14652   39      68.4211 %
